site_no,spot_no,year,date,coral_cover,bleaching_all,bleaching_acropora,mortality_all,mortality_acropora
11,27,2020,2020-11-22,70.0,0.0,0.0,0.0,0.0
11,27,2021,2021-09-24,80.0,0.0,0.0,0.0,0.0
11,27,2022,2022-11-12,80.0,5.0,,,
11,27,2023,2023-09-07,80.0,0.0,0.0,0.0,0.0
11,27,2024,2025-01-07,80.0,20.0,0.0,,0.0
11,28,2020,2020-11-22,40.0,0.0,0.0,0.0,0.0
11,28,2021,2021-09-24,50.0,0.0,0.0,0.0,0.0
11,28,2022,2022-11-12,50.0,20.0,50.0,20.0,50.0
11,28,2023,2023-09-07,50.0,0.0,0.0,0.0,0.0
11,28,2024,2025-01-05,60.0,40.0,10.0,,
11,29,2020,2020-11-22,40.0,0.0,0.0,0.0,0.0
11,29,2021,2021-09-24,50.0,0.0,0.0,0.0,0.0
11,29,2022,2022-11-12,40.0,20.0,90.0,20.0,90.0
11,29,2023,2023-09-07,40.0,0.0,0.0,0.0,0.0
11,29,2024,2025-01-05,40.0,10.0,10.0,0.0,0.0
11,30,2020,2020-11-06,40.0,0.0,0.0,0.0,0.0
11,30,2021,2021-09-08,40.0,0.0,0.0,0.0,0.0
11,30,2022,2022-10-09,20.0,70.0,,60.0,
11,30,2023,2023-09-30,20.0,0.0,0.0,0.0,0.0
11,30,2024,2025-01-05,30.0,40.0,30.0,,
11,31,2020,2020-11-06,60.0,0.0,0.0,0.0,0.0
11,31,2021,2021-09-08,70.0,0.0,0.0,0.0,0.0
11,31,2022,2022-10-09,50.0,70.0,,60.0,
11,31,2023,2023-09-30,30.0,0.0,0.0,0.0,0.0
11,31,2024,2025-01-05,40.0,60.0,10.0,,
11,32,2020,2020-11-06,20.0,0.0,0.0,0.0,0.0
11,32,2021,2021-09-08,30.0,0.0,0.0,0.0,0.0
11,32,2022,2022-10-09,30.0,10.0,10.0,10.0,10.0
11,32,2023,2023-09-30,30.0,0.0,0.0,0.0,0.0
11,32,2024,2025-01-05,20.0,0.0,0.0,0.0,0.0
11,33,2020,2020-11-06,20.0,0.0,0.0,0.0,0.0
11,33,2021,2021-09-08,30.0,0.0,0.0,0.0,0.0
11,33,2022,2022-10-09,20.0,80.0,80.0,60.0,70.0
11,33,2023,2023-11-22,20.0,0.0,0.0,0.0,0.0
11,33,2024,2025-01-05,20.0,0.0,0.0,0.0,0.0
12,1,2020,2020-11-06,,0.0,0.0,0.0,0.0
12,1,2021,2021-09-08,0.5,0.0,0.0,0.0,0.0
12,1,2022,2022-10-09,,20.0,,10.0,
12,1,2023,2023-11-22,,0.0,0.0,0.0,0.0
12,1,2024,2025-01-05,,0.0,0.0,0.0,0.0
12,2,2020,2020-11-06,10.0,0.0,0.0,0.0,0.0
12,2,2021,2021-09-08,10.0,0.0,0.0,0.0,0.0
12,2,2022,2022-10-09,5.0,50.0,70.0,30.0,60.0
12,2,2023,2023-11-22,10.0,0.0,0.0,0.0,0.0
12,2,2024,2025-01-05,30.0,0.0,0.0,0.0,0.0
12,3,2020,2020-11-06,10.0,0.0,0.0,0.0,0.0
12,3,2021,2021-09-08,20.0,0.0,0.0,0.0,0.0
12,3,2022,2022-10-09,10.0,60.0,70.0,60.0,70.0
12,3,2023,2023-11-22,20.0,0.0,0.0,0.0,0.0
12,3,2024,2025-01-05,30.0,0.0,0.0,0.0,0.0
12,4,2020,2020-11-06,,0.0,0.0,0.0,0.0
12,4,2021,2021-09-08,2.5,0.0,0.0,0.0,0.0
12,4,2022,2022-10-09,,50.0,50.0,50.0,50.0
12,4,2023,2023-11-22,,0.0,0.0,0.0,0.0
12,4,2024,2024-12-25,,0.0,0.0,0.0,0.0
12,5,2020,2020-11-06,60.0,0.0,0.0,0.0,0.0
12,5,2021,2021-09-08,80.0,0.0,0.0,0.0,0.0
12,5,2022,2022-10-09,,,,,
12,5,2023,2023-11-22,,0.0,0.0,0.0,0.0
12,5,2024,2024-12-25,,0.0,0.0,0.0,0.0
12,6,2020,2020-11-06,,0.0,0.0,0.0,0.0
12,6,2021,2021-09-08,10.0,0.0,0.0,0.0,0.0
12,6,2022,2022-10-09,,20.0,0.0,20.0,0.0
12,6,2023,2023-11-22,,0.0,0.0,0.0,0.0
12,6,2024,2024-12-25,,0.0,0.0,0.0,0.0
12,7,2020,2020-11-17,,0.0,0.0,0.0,0.0
12,7,2021,2021-09-07,2.5,0.0,0.0,0.0,0.0
12,7,2022,2022-10-22,,50.0,80.0,50.0,80.0
12,7,2023,2023-11-23,,0.0,0.0,0.0,0.0
12,7,2024,2024-12-05,,0.0,0.0,0.0,0.0
12,8,2020,2020-11-17,40.0,0.0,0.0,0.0,0.0
12,8,2021,2021-09-07,50.0,0.0,0.0,0.0,0.0
12,8,2022,2022-10-22,,90.0,90.0,90.0,90.0
12,8,2023,2023-11-23,10.0,0.0,0.0,0.0,0.0
12,8,2024,2024-12-05,20.0,0.0,0.0,0.0,0.0
12,9,2020,2020-11-17,10.0,0.0,0.0,0.0,0.0
12,9,2021,2021-09-07,10.0,0.0,0.0,0.0,0.0
12,9,2022,2022-10-22,10.0,50.0,80.0,50.0,70.0
12,9,2023,2023-11-23,20.0,0.0,0.0,0.0,0.0
12,9,2024,2024-12-05,30.0,0.0,0.0,0.0,0.0
12,10,2020,2020-11-17,20.0,0.0,0.0,0.0,0.0
12,10,2021,2021-09-07,30.0,0.0,0.0,0.0,0.0
12,10,2022,2022-10-22,20.0,20.0,50.0,20.0,50.0
12,10,2023,2023-11-23,40.0,0.0,0.0,0.0,0.0
12,10,2024,2024-12-05,40.0,0.0,0.0,0.0,
12,11,2020,2020-11-17,30.0,0.0,0.0,0.0,0.0
12,11,2021,2021-09-07,30.0,0.0,0.0,0.0,0.0
12,11,2022,2022-10-22,20.0,70.0,70.0,70.0,70.0
12,11,2023,2023-11-23,40.0,0.0,0.0,0.0,0.0
12,11,2024,2024-12-05,70.0,0.0,0.0,0.0,0.0
12,12,2020,2020-11-17,70.0,0.0,0.0,0.0,0.0
12,12,2021,2021-09-07,80.0,0.0,0.0,0.0,0.0
12,12,2022,2022-10-22,,,,,
12,12,2023,2023-11-23,,0.0,0.0,0.0,0.0
12,12,2024,2024-12-05,,,0.0,0.0,0.0
12,13,2020,2020-11-17,70.0,0.0,0.0,0.0,0.0
12,13,2021,2021-09-07,70.0,0.0,0.0,0.0,0.0
12,13,2022,2022-10-22,,,,,
12,13,2023,2023-11-23,,0.0,0.0,0.0,0.0
12,13,2024,2024-12-05,,5.0,0.0,0.0,0.0
12,14,2020,2020-11-17,40.0,0.0,0.0,0.0,0.0
12,14,2021,2021-09-07,60.0,0.0,0.0,0.0,0.0
12,14,2022,2022-10-22,5.0,80.0,,70.0,90.0
12,14,2023,2023-11-23,,0.0,0.0,0.0,0.0
12,14,2024,2024-12-05,10.0,5.0,0.0,0.0,0.0
12,15,2020,2020-11-17,70.0,0.0,0.0,0.0,0.0
12,15,2021,2021-09-03,80.0,0.0,0.0,0.0,0.0
12,15,2022,2022-10-22,10.0,90.0,90.0,80.0,90.0
12,15,2023,2023-11-23,10.0,0.0,0.0,0.0,0.0
12,15,2024,2024-10-18,20.0,10.0,10.0,,
12,16,2020,2020-12-07,60.0,0.0,0.0,0.0,0.0
12,16,2021,2021-09-29,70.0,0.0,0.0,0.0,0.0
12,16,2022,2022-11-08,20.0,70.0,,70.0,
12,16,2023,2023-10-05,30.0,0.0,0.0,0.0,0.0
12,16,2024,2025-01-05,50.0,10.0,,0.0,0.0
12,17,2020,2020-11-07,50.0,0.0,0.0,0.0,0.0
12,17,2021,2021-09-03,50.0,0.0,0.0,0.0,0.0
12,17,2022,2022-11-10,30.0,60.0,80.0,60.0,80.0
12,17,2023,2023-09-19,20.0,0.0,0.0,0.0,0.0
12,17,2024,2024-10-18,30.0,20.0,30.0,,
12,18,2020,2020-11-15,60.0,0.0,0.0,0.0,0.0
12,18,2021,2021-09-09,60.0,0.0,0.0,0.0,0.0
12,18,2022,2022-11-10,20.0,60.0,90.0,60.0,90.0
12,18,2023,2023-10-16,20.0,0.0,0.0,0.0,0.0
12,18,2024,2024-12-06,30.0,5.0,0.0,5.0,0.0
12,19,2020,2020-11-15,30.0,0.0,0.0,0.0,0.0
12,19,2021,2021-09-09,40.0,0.0,0.0,0.0,0.0
12,19,2022,2022-11-10,20.0,50.0,40.0,50.0,40.0
12,19,2023,2023-10-16,20.0,0.0,0.0,0.0,0.0
12,19,2024,2024-12-06,30.0,0.0,0.0,0.0,0.0
12,20,2020,2020-11-15,50.0,0.0,0.0,0.0,0.0
12,20,2021,2021-09-09,30.0,0.0,0.0,0.0,0.0
12,20,2022,2022-11-10,30.0,10.0,20.0,10.0,20.0
12,20,2023,2023-10-16,40.0,0.0,0.0,0.0,0.0
12,20,2024,2024-12-06,30.0,0.0,0.0,0.0,0.0
12,21,2020,2020-11-15,50.0,0.0,0.0,0.0,0.0
12,21,2021,2021-09-09,10.0,0.0,0.0,0.0,0.0
12,21,2022,2022-11-10,10.0,70.0,80.0,70.0,80.0
12,21,2023,2023-10-16,20.0,0.0,0.0,0.0,0.0
12,21,2024,2024-12-06,40.0,,,,
12,22,2020,2020-11-15,10.0,0.0,0.0,0.0,0.0
12,22,2021,2021-09-09,10.0,0.0,0.0,0.0,0.0
12,22,2022,2022-11-10,10.0,60.0,80.0,60.0,80.0
12,22,2023,2023-10-16,20.0,0.0,0.0,0.0,0.0
12,22,2024,2024-12-06,40.0,,,,
12,23,2020,2020-11-15,,0.0,0.0,0.0,0.0
12,23,2021,2021-09-09,0.5,0.0,0.0,0.0,0.0
12,23,2022,2022-11-10,,5.0,10.0,5.0,10.0
12,23,2023,2023-10-16,,0.0,0.0,0.0,0.0
12,23,2024,2024-12-06,,0.0,0.0,0.0,0.0
12,24,2020,2020-11-15,60.0,0.0,0.0,0.0,0.0
12,24,2021,2021-09-09,60.0,0.0,0.0,0.0,0.0
12,24,2022,2022-11-03,50.0,10.0,30.0,10.0,30.0
12,24,2023,2023-10-16,50.0,0.0,0.0,0.0,0.0
12,24,2024,2024-12-06,50.0,,10.0,,10.0
12,25,2020,2020-11-15,30.0,0.0,0.0,0.0,0.0
12,25,2021,2021-09-09,40.0,0.0,0.0,0.0,0.0
12,25,2022,2022-11-03,20.0,70.0,70.0,70.0,70.0
12,25,2023,2023-10-16,20.0,0.0,0.0,0.0,0.0
12,25,2024,2024-12-06,40.0,0.0,0.0,0.0,0.0
12,26,2020,2020-11-15,,0.0,0.0,0.0,0.0
12,26,2021,2021-09-09,0.5,0.0,0.0,0.0,0.0
12,26,2022,2022-11-03,,10.0,10.0,10.0,10.0
12,26,2023,2023-10-16,,0.0,0.0,0.0,0.0
12,26,2024,2024-12-06,,0.0,0.0,0.0,0.0
12,27,2020,2020-11-07,60.0,0.0,0.0,0.0,0.0
12,27,2021,2021-09-02,60.0,0.0,0.0,0.0,0.0
12,27,2022,2022-11-11,20.0,70.0,70.0,70.0,70.0
12,27,2023,2023-09-15,30.0,0.0,0.0,0.0,0.0
12,27,2024,2024-12-11,50.0,0.0,0.0,0.0,0.0
12,28,2020,2020-11-07,70.0,0.0,0.0,0.0,0.0
12,28,2021,2021-09-03,70.0,0.0,0.0,0.0,0.0
12,28,2022,2022-11-11,,,,,
12,28,2023,2023-09-15,,0.0,0.0,0.0,0.0
12,28,2024,2024-12-11,,0.0,0.0,0.0,0.0
12,29,2020,2021-01-25,40.0,0.0,0.0,0.0,0.0
12,29,2021,2021-09-02,50.0,0.0,0.0,0.0,0.0
12,29,2022,2022-11-11,5.0,90.0,90.0,90.0,90.0
12,29,2023,2023-09-15,,0.0,0.0,0.0,0.0
12,29,2024,2024-12-11,20.0,0.0,0.0,0.0,0.0
12,30,2020,2021-01-25,30.0,0.0,0.0,0.0,0.0
12,30,2021,2021-09-03,40.0,0.0,0.0,0.0,0.0
12,30,2022,2022-11-11,5.0,90.0,90.0,90.0,90.0
12,30,2023,2023-09-15,,0.0,0.0,0.0,0.0
12,30,2024,2024-12-11,20.0,0.0,0.0,0.0,0.0
12,31,2020,2021-01-25,50.0,0.0,0.0,0.0,0.0
12,31,2021,2021-09-02,50.0,0.0,0.0,0.0,0.0
12,31,2022,2022-11-11,10.0,90.0,90.0,90.0,90.0
12,31,2023,2023-09-15,,0.0,0.0,0.0,0.0
12,31,2024,2024-12-11,10.0,0.0,0.0,0.0,0.0
12,32,2020,2021-01-25,20.0,0.0,0.0,0.0,0.0
12,32,2021,2021-09-02,30.0,0.0,0.0,0.0,0.0
12,32,2022,2022-11-11,10.0,70.0,90.0,70.0,90.0
12,32,2023,2023-09-15,,0.0,0.0,0.0,0.0
12,32,2024,2024-12-11,10.0,,0.0,0.0,0.0
12,33,2020,2020-12-23,60.0,0.0,0.0,0.0,0.0
12,33,2021,2021-09-02,70.0,0.0,0.0,0.0,0.0
12,33,2022,2022-11-11,5.0,90.0,90.0,90.0,90.0
12,33,2023,2023-09-15,,0.0,0.0,0.0,0.0
12,33,2024,2024-12-11,,,0.0,0.0,0.0
12,34,2020,2020-12-23,20.0,0.0,0.0,0.0,0.0
12,34,2021,2021-09-02,20.0,0.0,0.0,0.0,0.0
12,34,2022,2022-11-09,10.0,60.0,90.0,60.0,90.0
12,34,2023,2023-09-15,10.0,0.0,0.0,0.0,0.0
12,34,2024,2024-12-11,10.0,5.0,0.0,0.0,0.0
12,35,2020,2020-11-21,20.0,0.0,0.0,0.0,0.0
12,35,2021,2021-09-02,20.0,0.0,0.0,0.0,0.0
12,35,2022,2022-11-09,10.0,50.0,70.0,50.0,70.0
12,35,2023,2023-09-14,10.0,0.0,0.0,0.0,0.0
12,35,2024,2024-10-17,,60.0,70.0,60.0,70.0
12,36,2020,2020-12-23,30.0,0.0,0.0,0.0,0.0
12,36,2021,2021-09-01,30.0,0.0,0.0,0.0,0.0
12,36,2022,2022-11-09,20.0,20.0,50.0,20.0,50.0
12,36,2023,2023-09-14,30.0,0.0,0.0,0.0,0.0
12,36,2024,2024-10-17,20.0,20.0,5.0,20.0,5.0
12,37,2020,2020-11-21,10.0,0.0,0.0,0.0,0.0
12,37,2021,2021-09-01,10.0,0.0,0.0,0.0,0.0
12,37,2022,2022-11-09,5.0,40.0,80.0,40.0,80.0
12,37,2023,2023-09-14,10.0,0.0,0.0,0.0,0.0
12,37,2024,2024-10-17,20.0,10.0,5.0,5.0,5.0
12,38,2020,2020-12-17,10.0,0.0,0.0,0.0,0.0
12,38,2021,2021-09-01,10.0,0.0,0.0,0.0,0.0
12,38,2022,2022-11-09,5.0,90.0,90.0,90.0,90.0
12,38,2023,2023-09-14,,0.0,0.0,0.0,0.0
12,38,2024,2024-10-17,20.0,30.0,30.0,,
12,39,2020,2020-12-17,10.0,0.0,0.0,0.0,0.0
12,39,2021,2021-09-01,20.0,0.0,0.0,0.0,0.0
12,39,2022,2022-11-09,5.0,60.0,90.0,50.0,90.0
12,39,2023,2023-09-14,,0.0,0.0,0.0,0.0
12,39,2024,2024-10-17,10.0,10.0,,,
12,40,2020,2020-12-17,70.0,0.0,0.0,0.0,0.0
12,40,2021,2021-09-01,70.0,0.0,0.0,0.0,0.0
12,40,2022,2022-11-09,70.0,10.0,80.0,10.0,80.0
12,40,2023,2023-09-14,70.0,0.0,0.0,0.0,0.0
12,40,2024,2024-10-17,60.0,5.0,5.0,,5.0
12,41,2020,2020-11-21,20.0,0.0,0.0,0.0,0.0
12,41,2021,2021-09-01,20.0,0.0,0.0,0.0,0.0
12,41,2022,2022-11-09,10.0,60.0,80.0,40.0,80.0
12,41,2023,2023-09-14,20.0,0.0,0.0,0.0,0.0
12,41,2024,2024-10-17,20.0,10.0,5.0,5.0,5.0
12,42,2020,2020-11-21,20.0,0.0,0.0,0.0,0.0
12,42,2021,2021-09-01,20.0,0.0,0.0,0.0,0.0
12,42,2022,2022-11-09,20.0,50.0,,,
12,42,2023,2023-09-14,30.0,0.0,0.0,0.0,0.0
12,42,2024,2024-10-17,30.0,,,,
12,43,2020,2020-11-06,,0.0,0.0,0.0,0.0
12,43,2021,2020-11-06,10.0,0.0,0.0,0.0,0.0
12,43,2022,2022-10-09,,30.0,40.0,30.0,40.0
12,43,2023,2023-11-22,20.0,0.0,0.0,0.0,0.0
12,43,2024,2024-12-25,40.0,0.0,0.0,0.0,0.0
12,44,2020,2020-11-06,70.0,0.0,0.0,0.0,0.0
12,44,2021,2021-09-07,70.0,0.0,0.0,0.0,0.0
12,44,2022,2022-10-09,20.0,90.0,90.0,80.0,80.0
12,44,2023,2023-11-22,10.0,0.0,0.0,0.0,0.0
12,44,2024,2024-12-05,10.0,0.0,0.0,0.0,0.0
13,27,2020,2020-11-15,10.0,22.0,22.5,1.0,0.5
13,27,2021,2021-10-23,10.0,70.0,67.5,1.0,1.5
13,27,2022,2022-11-10,10.0,85.0,77.5,30.0,35.0
13,27,2023,2023-11-14,20.0,47.5,42.5,0.0,0.0
13,27,2024,2024-10-22,30.0,70.0,62.5,7.5,5.0
13,28,2020,2020-11-15,50.0,36.5,26.5,1.5,1.5
13,28,2021,2021-10-23,50.0,60.5,60.0,0.0,0.0
13,28,2022,2022-11-10,40.0,90.0,86.0,35.0,35.0
13,28,2023,2023-11-14,40.0,35.0,40.0,0.0,0.0
13,28,2024,2024-10-22,40.0,77.5,67.5,7.5,7.5
13,31,2020,2020-11-15,70.0,29.5,31.0,2.0,3.5
13,31,2021,2021-10-23,60.0,68.5,72.5,1.5,1.5
13,31,2022,2022-11-10,60.0,75.0,70.0,20.0,27.5
13,31,2023,2023-11-14,60.0,30.0,32.0,0.5,1.0
13,31,2024,2024-10-22,70.0,50.0,47.5,5.0,5.0
13,32,2020,2020-11-15,,12.5,7.5,0.0,0.0
13,32,2021,2021-10-23,2.5,60.0,70.0,0.0,0.0
13,32,2022,2022-11-10,,97.5,100.0,0.0,0.0
13,32,2023,2023-11-14,,25.0,32.5,0.0,0.0
13,32,2024,2024-10-22,,62.5,55.0,0.0,0.0
13,35,2020,2020-11-06,60.0,27.5,32.0,0.0,0.5
13,35,2021,2021-10-29,60.0,46.0,48.0,1.0,1.0
13,35,2022,2022-10-24,30.0,97.5,97.5,50.0,65.0
13,35,2023,2023-11-05,20.0,32.5,27.5,0.0,0.0
13,35,2024,2024-10-27,20.0,87.5,90.0,35.0,42.5
13,36,2020,2020-11-08,60.0,22.5,23.5,1.0,1.0
13,36,2021,2021-10-29,70.0,50.0,46.0,1.0,1.0
13,36,2022,2022-10-23,40.0,85.0,95.0,35.0,42.5
13,36,2023,2023-11-05,50.0,27.5,22.5,0.0,0.0
13,36,2024,2024-10-27,30.0,85.0,97.5,35.0,55.0
13,42,2020,2020-11-13,20.0,52.5,40.0,1.0,1.5
13,42,2021,2021-11-14,30.0,80.0,75.0,1.0,1.0
13,42,2022,2022-10-24,20.0,92.5,95.0,30.0,35.0
13,42,2023,2023-11-14,20.0,47.5,58.5,0.0,1.0
13,42,2024,2024-11-19,20.0,82.5,85.0,15.0,20.0
13,43,2020,2020-11-13,20.0,45.0,45.0,1.5,1.5
13,43,2021,2021-11-14,20.0,72.5,70.0,1.0,1.0
13,43,2022,2022-10-24,20.0,87.5,92.5,22.5,35.0
13,43,2023,2023-11-20,20.0,40.0,57.5,0.0,0.0
13,43,2024,2024-11-19,20.0,77.5,90.0,20.0,30.0
13,44,2020,2020-11-13,10.0,39.5,42.0,1.0,1.0
13,44,2021,2021-11-15,10.0,40.5,50.5,1.0,2.5
13,44,2022,2022-11-10,10.0,90.0,85.0,20.0,37.5
13,44,2023,2023-11-20,10.0,42.5,50.0,0.0,0.5
13,44,2024,2024-11-19,,82.5,92.5,20.0,25.0
13,49,2020,2020-11-08,10.0,29.0,24.5,2.5,3.0
13,49,2021,2021-11-01,10.0,25.0,25.5,1.0,1.5
13,49,2022,2022-11-10,20.0,90.0,86.0,35.0,42.5
13,49,2023,2023-11-05,20.0,25.0,15.0,0.0,0.0
13,49,2024,2024-10-17,20.0,92.5,90.0,12.5,17.5
13,50,2020,2020-11-07,40.0,15.25,17.75,0.75,0.75
13,50,2021,2021-10-31,30.0,28.0,20.0,3.5,3.5
13,50,2022,2022-10-22,20.0,92.5,95.0,37.5,45.0
13,50,2023,2023-11-05,10.0,22.5,27.5,0.0,0.0
13,50,2024,2024-10-17,,92.5,100.0,17.5,32.5
13,51,2020,2020-11-18,10.0,23.5,20.5,0.5,0.5
13,51,2021,2021-11-13,20.0,43.0,31.5,1.0,1.0
13,51,2022,2022-11-16,20.0,82.5,82.5,22.5,32.5
13,51,2023,2023-11-10,40.0,25.0,12.5,0.0,0.0
13,51,2024,2024-10-25,40.0,95.0,95.0,30.0,32.5
13,52,2020,2020-11-18,20.0,30.0,22.5,1.0,1.0
13,52,2021,2021-11-13,20.0,46.0,35.5,1.0,1.0
13,52,2022,2022-11-16,20.0,87.5,87.5,32.5,52.5
13,52,2023,2023-11-10,30.0,30.0,15.0,0.0,0.0
13,52,2024,2024-10-25,40.0,90.0,85.0,22.5,20.0
13,53,2020,2020-11-18,20.0,35.0,32.0,1.0,1.0
13,53,2021,2021-11-13,20.0,39.0,35.0,1.0,1.5
13,53,2022,2022-11-16,20.0,75.0,75.0,15.0,15.0
13,53,2023,2023-11-10,20.0,33.5,21.5,1.0,1.5
13,53,2024,2024-10-25,40.0,82.5,85.0,17.5,15.0
13,62,2020,2020-11-06,50.0,25.5,25.0,1.5,2.0
13,62,2021,2021-10-29,60.0,38.5,46.0,1.5,1.5
13,62,2022,2022-10-23,40.0,97.5,97.5,37.5,47.5
13,62,2023,2023-11-06,40.0,30.0,22.5,0.5,0.0
13,62,2024,2024-10-27,30.0,99.0,100.0,70.0,67.5
13,63,2020,2020-11-06,50.0,24.5,29.5,2.0,2.5
13,63,2021,2021-10-29,50.0,40.0,37.5,1.0,1.0
13,63,2022,2022-10-23,20.0,95.0,97.5,45.0,65.0
13,63,2023,2023-11-06,30.0,32.5,37.5,0.5,0.5
13,63,2024,2024-10-27,20.0,100.0,97.5,70.0,67.5
13,64,2020,2020-11-06,50.0,20.5,21.0,5.0,3.5
13,64,2021,2021-10-29,50.0,42.5,42.5,1.5,2.0
13,64,2022,2022-10-23,40.0,90.0,90.0,20.0,17.5
13,64,2023,2023-11-06,40.0,25.0,20.0,0.0,0.0
13,64,2024,2024-10-27,20.0,100.0,100.0,80.0,75.0
13,65,2020,2020-11-06,60.0,23.5,28.5,1.0,1.0
13,65,2021,2021-10-30,70.0,60.5,56.0,2.0,3.5
13,65,2022,2022-10-23,60.0,95.0,97.5,15.0,17.5
13,65,2023,2023-11-05,60.0,25.0,22.5,0.0,0.0
13,65,2024,2024-10-17,50.0,96.5,97.5,32.5,27.5
13,67,2020,2020-11-13,20.0,52.5,47.5,1.0,1.0
13,67,2021,2021-10-23,30.0,55.0,62.5,1.0,1.0
13,67,2022,2022-10-24,20.0,97.5,92.5,22.5,27.5
13,67,2023,2023-11-20,20.0,52.5,65.0,0.0,0.0
13,67,2024,2024-10-22,30.0,87.5,87.5,22.5,17.5
13,68,2020,2020-11-15,30.0,27.5,22.5,1.0,1.0
13,68,2021,2021-11-15,20.0,59.5,53.5,1.5,2.0
13,68,2022,2022-11-10,20.0,97.5,95.0,27.5,47.5
13,68,2023,2023-11-20,20.0,52.5,52.5,0.0,0.0
13,68,2024,2024-11-19,20.0,72.5,75.0,15.0,20.0
13,71,2020,2020-10-28,70.0,20.0,15.0,1.5,1.5
13,71,2021,2021-10-31,70.0,24.0,18.0,1.0,1.0
13,71,2022,2022-10-22,70.0,77.5,67.5,10.0,10.0
13,71,2023,2023-11-05,60.0,20.0,17.5,0.0,0.0
13,72,2020,2020-10-28,50.0,25.0,18.5,1.0,1.0
13,72,2021,2021-10-31,50.0,24.0,15.5,1.0,1.0
13,72,2022,2022-10-22,40.0,80.0,77.5,12.5,15.0
13,72,2023,2023-11-05,30.0,22.5,15.0,0.0,0.0
13,72,2024,2024-10-17,50.0,82.5,80.0,5.0,5.0
13,73,2020,2020-10-28,40.0,21.0,12.5,1.0,1.0
13,73,2021,2021-10-31,40.0,31.0,23.0,1.0,1.0
13,73,2022,2022-10-22,40.0,77.5,75.0,15.0,17.5
13,73,2023,2023-11-04,40.0,15.0,12.5,0.0,0.0
13,73,2024,2024-10-17,50.0,75.0,75.0,7.5,7.5
13,74,2020,2020-10-28,40.0,23.0,17.0,1.5,1.5
13,74,2021,2021-10-31,40.0,23.0,15.5,1.0,1.0
13,74,2022,2022-10-22,30.0,80.0,80.0,20.0,22.5
13,74,2023,2023-11-05,40.0,22.5,15.0,0.0,0.0
13,74,2024,2024-10-17,50.0,80.0,75.0,10.0,5.0
13,75,2020,2020-11-07,50.0,24.0,15.5,1.0,2.0
13,75,2021,2021-10-30,40.0,34.5,30.0,1.5,2.0
13,75,2022,2022-10-23,40.0,70.0,70.0,10.0,7.5
13,75,2023,2023-11-05,40.0,12.5,15.0,0.0,0.0
13,75,2024,2024-10-17,40.0,70.0,80.0,15.0,15.0
13,110,2020,2020-11-15,10.0,22.0,19.5,1.0,1.0
13,110,2021,2021-10-23,10.0,67.5,72.5,1.5,2.0
13,110,2022,2022-11-10,10.0,82.5,89.5,30.0,55.0
13,110,2023,2023-11-14,,32.5,42.5,0.0,0.5
13,110,2024,2024-10-22,,82.5,72.5,7.5,2.5
13,112,2020,2020-11-13,30.0,40.0,30.0,1.0,1.0
13,112,2021,2021-11-14,30.0,56.0,50.5,1.0,1.0
13,112,2022,2022-11-10,30.0,75.0,85.0,22.5,30.0
13,112,2023,2023-11-21,30.0,35.5,37.5,0.5,0.0
13,112,2024,2024-11-05,20.0,80.0,95.0,25.0,55.0
13,116,2020,2020-10-28,40.0,29.0,28.0,6.0,7.0
13,116,2021,2021-10-31,60.0,30.5,23.0,1.0,1.0
13,116,2022,2022-10-22,30.0,87.5,90.0,30.0,35.0
13,116,2023,2023-11-04,40.0,17.5,12.5,0.0,0.0
13,116,2024,2024-10-17,50.0,85.0,87.5,17.5,15.0
14,46,2020,2020-11-01,,62.5,55.0,1.5,1.0
14,46,2021,2021-11-01,10.0,77.5,77.5,1.5,1.0
14,46,2022,2022-11-14,10.0,92.5,97.5,50.0,70.0
14,46,2023,2023-11-22,,37.5,40.0,0.0,0.0
14,46,2024,2024-11-05,,95.0,100.0,45.0,55.0
14,47,2020,2020-11-13,,67.5,37.5,1.0,1.0
14,47,2021,2021-11-01,10.0,86.0,86.0,1.0,1.0
14,47,2022,2022-11-14,,80.0,90.0,22.5,57.5
14,47,2023,2023-11-20,,42.5,32.5,0.0,0.0
14,47,2024,2024-11-05,,87.5,80.0,22.5,25.0
14,54,2020,2020-11-18,10.0,40.0,20.0,1.0,1.0
14,54,2021,2021-11-13,10.0,48.5,56.0,1.0,1.0
14,54,2022,2022-11-04,10.0,92.5,92.5,15.0,22.5
14,54,2023,2023-11-11,,67.5,72.5,0.0,0.0
14,54,2024,2024-10-25,,87.5,95.0,22.5,20.0
14,76,2020,2020-11-18,10.0,27.5,27.5,1.0,1.0
14,76,2021,2021-11-13,10.0,56.5,43.0,1.0,0.5
14,76,2022,2022-11-17,10.0,85.0,97.5,25.0,45.0
14,76,2023,2023-11-11,10.0,55.0,42.5,0.0,0.0
14,76,2024,2024-10-25,,90.0,85.0,30.0,15.0
14,77,2020,2020-11-16,,72.5,67.0,1.0,1.0
14,77,2021,2021-11-03,10.0,76.5,72.5,1.0,1.0
14,77,2022,2022-10-25,10.0,87.5,90.0,25.0,20.0
14,77,2023,2023-11-12,,77.5,65.0,0.0,0.0
14,77,2024,2024-11-03,,87.5,85.0,27.5,15.0
14,78,2020,2020-11-12,,70.0,72.5,1.0,1.0
14,78,2021,2021-11-03,2.5,46.0,40.0,1.0,1.0
14,78,2022,2022-10-25,,97.5,95.0,22.5,30.0
