プロット タイトル: site12_spot040_2020,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 20054373, SEN S/N: 20054373)",カプラー取り外し (LGR S/N: 20054373),ファイルの終わり (LGR S/N: 20054373)
4879,10/21/19 12:00:00 午後,26.524,,
4880,10/21/19 12:00:00 午後,26.5,,
4881,10/21/19 12:00:00 午後,26.426,,
4882,10/21/19 12:00:00 午後,25.768,,
4883,10/21/19 12:00:00 午後,25.72,,
4884,10/21/19 12:00:00 午後,25.623,,
4885,10/21/19 12:00:00 午後,25.671,,
4886,10/21/19 12:00:00 午後,25.72,,
4887,10/21/19 12:00:00 午後,25.744,,
4888,10/21/19 12:00:00 午後,25.866,,
4889,10/21/19 12:00:00 午後,25.89,,
4890,10/21/19 12:00:00 午後,25.914,,
4891,10/21/19 12:00:00 午後,25.89,,
4892,10/21/19 12:00:00 午後,25.768,,
4893,10/21/19 12:00:00 午後,25.695,,
4894,10/21/19 12:00:00 午後,25.623,,
4895,10/21/19 12:00:00 午後,25.574,,
4896,10/21/19 12:00:00 午後,25.574,,
4897,10/21/19 12:00:00 午後,25.768,,
4898,10/21/19 12:00:00 午後,25.768,,
4899,10/21/19 12:00:00 午後,25.987,,
4900,10/21/19 12:00:00 午後,26.012,,
4901,10/21/19 12:00:00 午後,26.256,,
4902,10/21/19 12:00:00 午後,26.231,,
4903,10/21/19 12:00:00 午後,26.158,,
4904,10/21/19 12:00:00 午後,26.134,,
4905,10/21/19 12:00:00 午後,26.085,,
4906,10/21/19 12:00:00 午後,25.695,,
4907,10/21/19 12:00:00 午後,25.598,,
4908,10/21/19 12:00:00 午後,25.671,,
4909,10/21/19 12:00:00 午後,25.72,,
4910,10/21/19 12:00:00 午後,25.768,,
4911,10/21/19 12:00:00 午後,25.623,,
4912,10/21/19 12:00:00 午後,25.695,,
4913,10/21/19 12:00:00 午後,25.72,,
4914,10/21/19 12:00:00 午後,25.695,,
4915,10/21/19 12:00:00 午後,25.671,,
4916,10/21/19 12:00:00 午後,25.307,,
4917,10/21/19 12:00:00 午後,25.647,,
4918,10/21/19 12:00:00 午後,25.89,,
4919,10/21/19 12:00:00 午後,26.061,,
4920,10/21/19 12:00:00 午後,26.402,,
4921,10/21/19 12:00:00 午後,26.598,,
4922,10/21/19 12:00:00 午後,26.891,,
4923,10/21/19 12:00:00 午後,27.358,,
4924,10/21/19 12:00:00 午後,27.702,,
4925,10/21/19 12:00:00 午後,27.801,,
4926,10/21/19 12:00:00 午後,27.727,,
4927,10/21/19 12:00:00 午後,27.579,,
4928,10/21/19 12:00:00 午後,27.407,,
4929,10/21/19 12:00:00 午後,26.965,,
4930,10/21/19 12:00:00 午後,26.646,,
4931,10/21/19 12:00:00 午後,26.036,,
4932,10/21/19 12:00:00 午後,26.5,,
4933,10/21/19 12:00:00 午後,26.598,,
4934,10/21/19 12:00:00 午後,26.622,,
4935,10/21/19 12:00:00 午後,26.524,,
4936,10/21/19 12:00:00 午後,26.426,,
4937,10/21/19 12:00:00 午後,26.256,,
4938,10/21/19 12:00:00 午後,26.207,,
4939,10/21/19 12:00:00 午後,26.182,,
4940,10/21/19 12:00:00 午後,26.378,,
4941,10/21/19 12:00:00 午後,26.695,,
4942,10/21/19 12:00:00 午後,26.989,,
4943,10/21/19 12:00:00 午後,27.259,,
4944,10/21/19 12:00:00 午後,27.431,,
4945,10/21/19 12:00:00 午後,27.481,,
4946,10/21/19 12:00:00 午後,27.554,,
4947,10/21/19 12:00:00 午後,27.53,,
4948,10/21/19 12:00:00 午後,27.53,,
4949,10/21/19 12:00:00 午後,27.505,,
4950,10/21/19 12:00:00 午後,27.431,,
4951,10/21/19 12:00:00 午後,27.382,,
4952,10/21/19 12:00:00 午後,27.333,,
4953,10/21/19 12:00:00 午後,27.259,,
4954,10/21/19 12:00:00 午後,27.21,,
4955,10/21/19 12:00:00 午後,26.867,,
4956,10/21/19 12:00:00 午後,26.916,,
4957,10/21/19 12:00:00 午後,26.891,,
4958,10/21/19 12:00:00 午後,26.916,,
4959,10/21/19 12:00:00 午後,26.891,,
4960,10/21/19 12:00:00 午後,26.842,,
4961,10/21/19 12:00:00 午後,26.818,,
4962,10/21/19 12:00:00 午後,26.818,,
4963,10/21/19 12:00:00 午後,26.793,,
4964,10/21/19 12:00:00 午後,26.818,,
4965,10/21/19 12:00:00 午後,26.867,,
4966,10/21/19 12:00:00 午後,27.161,,
4967,10/21/19 12:00:00 午後,27.431,,
4968,10/21/19 12:00:00 午後,27.284,,
4969,10/21/19 12:00:00 午後,27.382,,
4970,10/21/19 12:00:00 午後,27.554,,
4971,10/21/19 12:00:00 午後,27.554,,
4972,10/21/19 12:00:00 午後,27.456,,
4973,10/21/19 12:00:00 午後,27.382,,
4974,10/21/19 12:00:00 午後,27.358,,
4975,10/21/19 12:00:00 午後,27.235,,
4976,10/21/19 12:00:00 午後,26.989,,
4977,10/21/19 12:00:00 午後,26.769,,
4978,10/21/19 12:00:00 午後,26.549,,
4979,10/21/19 12:00:00 午後,26.573,,
4980,10/21/19 12:00:00 午後,26.818,,
4981,10/21/19 12:00:00 午後,26.916,,
4982,10/21/19 12:00:00 午後,26.891,,
4983,10/21/19 12:00:00 午後,26.916,,
4984,10/21/19 12:00:00 午後,26.916,,
4985,10/21/19 12:00:00 午後,26.867,,
4986,10/21/19 12:00:00 午後,26.842,,
4987,10/21/19 12:00:00 午後,26.818,,
4988,10/21/19 12:00:00 午後,26.842,,
4989,10/21/19 12:00:00 午後,26.94,,
4990,10/21/19 12:00:00 午後,27.087,,
4991,10/21/19 12:00:00 午後,27.407,,
4992,10/21/19 12:00:00 午後,27.653,,
4993,10/21/19 12:00:00 午後,27.751,,
4994,10/21/19 12:00:00 午後,27.899,,
4995,10/21/19 12:00:00 午後,27.431,,
4996,10/21/19 12:00:00 午後,26.671,,
4997,10/21/19 12:00:00 午後,27.284,,
4998,10/21/19 12:00:00 午後,27.063,,
4999,10/21/19 12:00:00 午後,26.94,,
5000,10/21/19 12:00:00 午後,27.014,,
5001,10/21/19 12:00:00 午後,26.989,,
5002,10/21/19 12:00:00 午後,26.965,,
5003,10/21/19 12:00:00 午後,26.989,,
5004,10/21/19 12:00:00 午後,26.916,,
5005,10/21/19 12:00:00 午後,26.793,,
5006,10/21/19 12:00:00 午後,26.695,,
5007,10/21/19 12:00:00 午後,26.744,,
5008,10/21/19 12:00:00 午後,26.818,,
5009,10/21/19 12:00:00 午後,26.769,,
5010,10/21/19 12:00:00 午後,26.769,,
5011,10/21/19 12:00:00 午後,26.793,,
5012,10/21/19 12:00:00 午後,26.818,,
5013,10/21/19 12:00:00 午後,26.818,,
5014,10/21/19 12:00:00 午後,26.891,,
5015,10/21/19 12:00:00 午後,27.014,,
5016,10/21/19 12:00:00 午後,27.333,,
5017,10/21/19 12:00:00 午後,27.481,,
5018,10/21/19 12:00:00 午後,27.358,,
5019,10/21/19 12:00:00 午後,27.382,,
5020,10/21/19 12:00:00 午後,26.842,,
5021,10/21/19 12:00:00 午後,26.524,,
5022,10/21/19 12:00:00 午後,26.256,,
5023,10/21/19 12:00:00 午後,26.426,,
5024,10/21/19 12:00:00 午後,26.231,,
5025,10/21/19 12:00:00 午後,26.036,,
5026,10/21/19 12:00:00 午後,26.378,,
5027,10/21/19 12:00:00 午後,26.5,,
5028,10/21/19 12:00:00 午後,26.5,,
5029,10/21/19 12:00:00 午後,26.549,,
5030,10/21/19 12:00:00 午後,26.622,,
5031,10/21/19 12:00:00 午後,26.769,,
5032,10/21/19 12:00:00 午後,26.769,,
5033,10/21/19 12:00:00 午後,26.72,,
5034,10/21/19 12:00:00 午後,26.695,,
5035,10/21/19 12:00:00 午後,26.695,,
5036,10/21/19 12:00:00 午後,26.695,,
5037,10/21/19 12:00:00 午後,26.793,,
5038,10/21/19 12:00:00 午後,26.94,,
5039,10/21/19 12:00:00 午後,27.136,,
5040,10/21/19 12:00:00 午後,27.53,,
5041,10/21/19 12:00:00 午後,27.677,,
5042,10/21/19 12:00:00 午後,27.136,,
5043,10/21/19 12:00:00 午後,27.259,,
5044,10/21/19 12:00:00 午後,26.867,,
5045,10/21/19 12:00:00 午後,26.207,,
5046,10/21/19 12:00:00 午後,25.914,,
5047,10/21/19 12:00:00 午後,25.987,,
5048,10/21/19 12:00:00 午後,25.89,,
5049,10/21/19 12:00:00 午後,25.817,,
5050,10/21/19 12:00:00 午後,26.182,,
5051,10/21/19 12:00:00 午後,26.207,,
5052,10/21/19 12:00:00 午後,26.304,,
5053,10/21/19 12:00:00 午後,26.426,,
5054,10/21/19 12:00:00 午後,26.451,,
5055,10/21/19 12:00:00 午後,26.646,,
5056,10/21/19 12:00:00 午後,26.793,,
5057,10/21/19 12:00:00 午後,26.818,,
5058,10/21/19 12:00:00 午後,26.793,,
5059,10/21/19 12:00:00 午後,26.769,,
5060,10/21/19 12:00:00 午後,26.769,,
5061,10/21/19 12:00:00 午後,26.744,,
5062,10/21/19 12:00:00 午後,26.842,,
5063,10/21/19 12:00:00 午後,26.891,,
5064,10/21/19 12:00:00 午後,26.989,,
5065,10/21/19 12:00:00 午後,27.063,,
5066,10/21/19 12:00:00 午後,26.891,,
5067,10/21/19 12:00:00 午後,26.695,,
5068,10/21/19 12:00:00 午後,26.402,,
5069,10/21/19 12:00:00 午後,26.475,,
5070,10/21/19 12:00:00 午後,26.573,,
5071,10/21/19 12:00:00 午後,26.622,,
5072,10/21/19 12:00:00 午後,26.598,,
5073,10/21/19 12:00:00 午後,26.451,,
5074,10/21/19 12:00:00 午後,26.402,,
5075,10/21/19 12:00:00 午後,26.353,,
5076,10/21/19 12:00:00 午後,26.378,,
5077,10/21/19 12:00:00 午後,26.378,,
5078,10/21/19 12:00:00 午後,26.378,,
5079,10/21/19 12:00:00 午後,26.207,,
5080,10/21/19 12:00:00 午後,26.28,,
5081,10/21/19 12:00:00 午後,26.402,,
5082,10/21/19 12:00:00 午後,26.524,,
5083,10/21/19 12:00:00 午後,26.5,,
5084,10/21/19 12:00:00 午後,26.475,,
5085,10/21/19 12:00:00 午後,26.475,,
5086,10/21/19 12:00:00 午後,26.549,,
5087,10/21/19 12:00:00 午後,26.646,,
5088,10/21/19 12:00:00 午後,26.891,,
5089,10/21/19 12:00:00 午後,27.087,,
5090,10/21/19 12:00:00 午後,27.382,,
5091,10/21/19 12:00:00 午後,27.358,,
5092,10/21/19 12:00:00 午後,27.825,,
5093,10/21/19 12:00:00 午後,27.579,,
5094,10/21/19 12:00:00 午後,27.333,,
5095,10/21/19 12:00:00 午後,27.063,,
5096,10/21/19 12:00:00 午後,26.916,,
5097,10/21/19 12:00:00 午後,26.867,,
5098,10/21/19 12:00:00 午後,26.842,,
5099,10/21/19 12:00:00 午後,26.916,,
5100,10/21/19 12:00:00 午後,26.94,,
5101,10/21/19 12:00:00 午後,26.94,,
5102,10/21/19 12:00:00 午後,26.94,,
5103,10/21/19 12:00:00 午後,26.573,,
5104,10/21/19 12:00:00 午後,26.671,,
5105,10/21/19 12:00:00 午後,26.695,,
5106,10/21/19 12:00:00 午後,26.695,,
5107,10/21/19 12:00:00 午後,26.769,,
5108,10/21/19 12:00:00 午後,26.793,,
5109,10/21/19 12:00:00 午後,26.793,,
5110,10/21/19 12:00:00 午後,26.842,,
5111,10/21/19 12:00:00 午後,26.916,,
5112,10/21/19 12:00:00 午後,27.014,,
5113,10/21/19 12:00:00 午後,26.989,,
5114,10/21/19 12:00:00 午後,27.136,,
5115,10/21/19 12:00:00 午後,27.014,,
5116,10/21/19 12:00:00 午後,27.038,,
5117,10/21/19 12:00:00 午後,27.186,,
5118,10/21/19 12:00:00 午後,26.793,,
5119,10/21/19 12:00:00 午後,26.793,,
5120,10/21/19 12:00:00 午後,26.769,,
5121,10/21/19 12:00:00 午後,26.769,,
5122,10/21/19 12:00:00 午後,26.769,,
5123,10/21/19 12:00:00 午後,26.695,,
5124,10/21/19 12:00:00 午後,26.695,,
5125,10/21/19 12:00:00 午後,26.402,,
5126,10/21/19 12:00:00 午後,26.304,,
5127,10/21/19 12:00:00 午後,26.012,,
5128,10/21/19 12:00:00 午後,26.231,,
5129,10/21/19 12:00:00 午後,26.451,,
5130,10/21/19 12:00:00 午後,26.549,,
5131,10/21/19 12:00:00 午後,26.646,,
5132,10/21/19 12:00:00 午後,26.695,,
5133,10/21/19 12:00:00 午後,26.695,,
5134,10/21/19 12:00:00 午後,26.769,,
5135,10/21/19 12:00:00 午後,26.793,,
5136,10/21/19 12:00:00 午後,26.989,,
5137,10/21/19 12:00:00 午後,26.965,,
5138,10/21/19 12:00:00 午後,27.038,,
5139,10/21/19 12:00:00 午後,27.087,,
5140,10/21/19 12:00:00 午後,27.014,,
5141,10/21/19 12:00:00 午後,26.94,,
5142,10/21/19 12:00:00 午後,26.769,,
5143,10/21/19 12:00:00 午後,26.744,,
5144,10/21/19 12:00:00 午後,26.744,,
5145,10/21/19 12:00:00 午後,26.72,,
5146,10/21/19 12:00:00 午後,26.671,,
5147,10/21/19 12:00:00 午後,26.622,,
5148,10/21/19 12:00:00 午後,26.598,,
5149,10/21/19 12:00:00 午後,26.573,,
5150,10/21/19 12:00:00 午後,26.549,,
5151,10/21/19 12:00:00 午後,26.524,,
5152,10/21/19 12:00:00 午後,26.256,,
5153,10/21/19 12:00:00 午後,26.061,,
5154,10/21/19 12:00:00 午後,26.134,,
5155,10/21/19 12:00:00 午後,26.329,,
5156,10/21/19 12:00:00 午後,26.256,,
5157,10/21/19 12:00:00 午後,26.207,,
5158,10/21/19 12:00:00 午後,26.231,,
5159,10/21/19 12:00:00 午後,26.378,,
5160,10/21/19 12:00:00 午後,26.524,,
5161,10/21/19 12:00:00 午後,26.573,,
5162,10/21/19 12:00:00 午後,26.695,,
5163,10/21/19 12:00:00 午後,27.063,,
5164,10/21/19 12:00:00 午後,27.038,,
5165,10/21/19 12:00:00 午後,27.136,,
5166,10/21/19 12:00:00 午後,27.161,,
5167,10/21/19 12:00:00 午後,26.231,,
5168,10/21/19 12:00:00 午後,26.329,,
5169,10/21/19 12:00:00 午後,26.256,,
5170,10/21/19 12:00:00 午後,26.231,,
5171,10/21/19 12:00:00 午後,26.231,,
5172,10/21/19 12:00:00 午後,26.231,,
5173,10/21/19 12:00:00 午後,26.256,,
5174,10/21/19 12:00:00 午後,26.256,,
5175,10/21/19 12:00:00 午後,26.28,,
5176,10/21/19 12:00:00 午後,26.207,,
5177,10/21/19 12:00:00 午後,26.158,,
5178,10/21/19 12:00:00 午後,26.28,,
5179,10/21/19 12:00:00 午後,26.28,,
5180,10/21/19 12:00:00 午後,26.28,,
5181,10/21/19 12:00:00 午後,26.329,,
5182,10/21/19 12:00:00 午後,26.402,,
5183,10/21/19 12:00:00 午後,26.451,,
5184,10/21/19 12:00:00 午後,26.622,,
5185,10/21/19 12:00:00 午後,26.867,,
5186,10/21/19 12:00:00 午後,27.284,,
5187,10/21/19 12:00:00 午後,27.333,,
5188,10/21/19 12:00:00 午後,27.456,,
5189,10/21/19 12:00:00 午後,27.481,,
5190,10/21/19 12:00:00 午後,27.481,,
5191,10/21/19 12:00:00 午後,27.112,,
5192,10/21/19 12:00:00 午後,26.671,,
5193,10/21/19 12:00:00 午後,26.646,,
5194,10/21/19 12:00:00 午後,26.671,,
5195,10/21/19 12:00:00 午後,26.646,,
5196,10/21/19 12:00:00 午後,26.646,,
5197,10/21/19 12:00:00 午後,26.72,,
5198,10/21/19 12:00:00 午後,26.695,,
5199,10/21/19 12:00:00 午後,26.72,,
5200,10/21/19 12:00:00 午後,26.72,,
5201,10/21/19 12:00:00 午後,26.426,,
5202,10/21/19 12:00:00 午後,26.524,,
5203,10/21/19 12:00:00 午後,26.573,,
5204,10/21/19 12:00:00 午後,26.598,,
5205,10/21/19 12:00:00 午後,26.646,,
5206,10/21/19 12:00:00 午後,26.72,,
5207,10/21/19 12:00:00 午後,26.916,,
5208,10/21/19 12:00:00 午後,27.284,,
5209,10/21/19 12:00:00 午後,27.333,,
5210,10/21/19 12:00:00 午後,27.333,,
5211,10/21/19 12:00:00 午後,27.505,,
5212,10/21/19 12:00:00 午後,27.751,,
5213,10/21/19 12:00:00 午後,27.677,,
5214,10/21/19 12:00:00 午後,27.628,,
5215,10/21/19 12:00:00 午後,27.53,,
5216,10/21/19 12:00:00 午後,26.965,,
5217,10/21/19 12:00:00 午後,26.989,,
5218,10/21/19 12:00:00 午後,26.916,,
5219,10/21/19 12:00:00 午後,26.989,,
5220,10/21/19 12:00:00 午後,27.014,,
5221,10/21/19 12:00:00 午後,26.965,,
5222,10/21/19 12:00:00 午後,26.891,,
5223,10/21/19 12:00:00 午後,26.744,,
5224,10/21/19 12:00:00 午後,26.695,,
5225,10/21/19 12:00:00 午後,26.671,,
5226,10/21/19 12:00:00 午後,26.744,,
5227,10/21/19 12:00:00 午後,26.793,,
5228,10/21/19 12:00:00 午後,26.867,,
5229,10/21/19 12:00:00 午後,26.891,,
5230,10/21/19 12:00:00 午後,27.063,,
5231,10/21/19 12:00:00 午後,27.284,,
5232,10/21/19 12:00:00 午後,27.579,,
5233,10/21/19 12:00:00 午後,27.801,,
5234,10/21/19 12:00:00 午後,28.27,,
5235,10/21/19 12:00:00 午後,28.518,,
5236,10/21/19 12:00:00 午後,28.816,,
5237,10/21/19 12:00:00 午後,29.015,,
5238,10/21/19 12:00:00 午後,29.09,,
5239,10/21/19 12:00:00 午後,29.015,,
5240,10/21/19 12:00:00 午後,29.29,,
5241,10/21/19 12:00:00 午後,27.825,,
5242,10/21/19 12:00:00 午後,27.431,,
5243,10/21/19 12:00:00 午後,27.456,,
5244,10/21/19 12:00:00 午後,27.481,,
5245,10/21/19 12:00:00 午後,27.53,,
5246,10/21/19 12:00:00 午後,27.53,,
5247,10/21/19 12:00:00 午後,27.407,,
5248,10/21/19 12:00:00 午後,27.308,,
5249,10/21/19 12:00:00 午後,27.358,,
5250,10/21/19 12:00:00 午後,27.554,,
5251,10/21/19 12:00:00 午後,26.916,,
5252,10/21/19 12:00:00 午後,27.21,,
5253,10/21/19 12:00:00 午後,27.235,,
5254,10/21/19 12:00:00 午後,27.284,,
5255,10/21/19 12:00:00 午後,27.505,,
5256,10/21/19 12:00:00 午後,27.628,,
5257,10/21/19 12:00:00 午後,27.899,,
5258,10/21/19 12:00:00 午後,28.394,,
5259,10/21/19 12:00:00 午後,28.122,,
5260,10/21/19 12:00:00 午後,28.518,,
5261,10/21/19 12:00:00 午後,28.543,,
5262,10/21/19 12:00:00 午後,28.543,,
5263,10/21/19 12:00:00 午後,28.394,,
5264,10/21/19 12:00:00 午後,28.295,,
5265,10/21/19 12:00:00 午後,27.53,,
5266,10/21/19 12:00:00 午後,26.94,,
5267,10/21/19 12:00:00 午後,26.989,,
5268,10/21/19 12:00:00 午後,26.965,,
5269,10/21/19 12:00:00 午後,26.94,,
5270,10/21/19 12:00:00 午後,27.014,,
5271,10/21/19 12:00:00 午後,27.063,,
5272,10/21/19 12:00:00 午後,27.087,,
5273,10/21/19 12:00:00 午後,27.063,,
5274,10/21/19 12:00:00 午後,27.014,,
5275,10/21/19 12:00:00 午後,26.94,,
5276,10/21/19 12:00:00 午後,26.793,,
5277,10/21/19 12:00:00 午後,26.891,,
5278,10/21/19 12:00:00 午後,27.038,,
5279,10/21/19 12:00:00 午後,27.038,,
5280,10/21/19 12:00:00 午後,27.112,,
5281,10/21/19 12:00:00 午後,27.21,,
5282,10/21/19 12:00:00 午後,27.505,,
5283,10/21/19 12:00:00 午後,27.85,,
5284,10/21/19 12:00:00 午後,28.072,,
5285,10/21/19 12:00:00 午後,28.171,,
5286,10/21/19 12:00:00 午後,28.196,,
5287,10/21/19 12:00:00 午後,28.171,,
5288,10/21/19 12:00:00 午後,28.171,,
5289,10/21/19 12:00:00 午後,28.023,,
5290,10/21/19 12:00:00 午後,27.653,,
5291,10/21/19 12:00:00 午後,27.333,,
5292,10/21/19 12:00:00 午後,27.235,,
5293,10/21/19 12:00:00 午後,27.136,,
5294,10/21/19 12:00:00 午後,27.112,,
5295,10/21/19 12:00:00 午後,27.21,,
5296,10/21/19 12:00:00 午後,27.235,,
5297,10/21/19 12:00:00 午後,27.161,,
5298,10/21/19 12:00:00 午後,27.136,,
5299,10/21/19 12:00:00 午後,27.112,,
5300,10/21/19 12:00:00 午後,27.136,,
5301,10/21/19 12:00:00 午後,27.235,,
5302,10/21/19 12:00:00 午後,27.628,,
5303,10/21/19 12:00:00 午後,27.702,,
5304,10/21/19 12:00:00 午後,28.048,,
5305,10/21/19 12:00:00 午後,28.27,,
5306,10/21/19 12:00:00 午後,28.543,,
5307,10/21/19 12:00:00 午後,28.766,,
5308,10/21/19 12:00:00 午後,28.816,,
5309,10/21/19 12:00:00 午後,29.215,,
5310,10/21/19 12:00:00 午後,29.315,,
5311,10/21/19 12:00:00 午後,29.265,,
5312,10/21/19 12:00:00 午後,29.265,,
5313,10/21/19 12:00:00 午後,29.24,,
5314,10/21/19 12:00:00 午後,29.19,,
5315,10/21/19 12:00:00 午後,28.518,,
5316,10/21/19 12:00:00 午後,28.27,,
5317,10/21/19 12:00:00 午後,28.147,,
5318,10/21/19 12:00:00 午後,28.097,,
5319,10/21/19 12:00:00 午後,28.072,,
5320,10/21/19 12:00:00 午後,28.072,,
5321,10/21/19 12:00:00 午後,28.171,,
5322,10/21/19 12:00:00 午後,27.998,,
5323,10/21/19 12:00:00 午後,27.875,,
5324,10/21/19 12:00:00 午後,27.899,,
5325,10/21/19 12:00:00 午後,28.196,,
5326,10/21/19 12:00:00 午後,28.097,,
5327,10/21/19 12:00:00 午後,28.196,,
5328,10/21/19 12:00:00 午後,28.171,,
5329,10/21/19 12:00:00 午後,28.245,,
5330,10/21/19 12:00:00 午後,28.468,,
5331,10/21/19 12:00:00 午後,28.742,,
5332,10/21/19 12:00:00 午後,29.015,,
5333,10/21/19 12:00:00 午後,29.29,,
5334,10/21/19 12:00:00 午後,29.49,,
5335,10/21/19 12:00:00 午後,29.615,,
5336,10/21/19 12:00:00 午後,29.665,,
5337,10/21/19 12:00:00 午後,29.74,,
5338,10/21/19 12:00:00 午後,29.515,,
5339,10/21/19 12:00:00 午後,29.29,,
5340,10/21/19 12:00:00 午後,28.196,,
5341,10/21/19 12:00:00 午後,28.122,,
5342,10/21/19 12:00:00 午後,28.023,,
5343,10/21/19 12:00:00 午後,27.949,,
5344,10/21/19 12:00:00 午後,27.974,,
5345,10/21/19 12:00:00 午後,27.949,,
5346,10/21/19 12:00:00 午後,27.924,,
5347,10/21/19 12:00:00 午後,27.924,,
5348,10/21/19 12:00:00 午後,27.899,,
5349,10/21/19 12:00:00 午後,27.924,,
5350,10/21/19 12:00:00 午後,28.097,,
5351,10/21/19 12:00:00 午後,28.245,,
5352,10/21/19 12:00:00 午後,28.518,,
5353,10/21/19 12:00:00 午後,28.468,,
5354,10/21/19 12:00:00 午後,28.493,,
5355,10/21/19 12:00:00 午後,28.667,,
5356,10/21/19 12:00:00 午後,28.891,,
5357,10/21/19 12:00:00 午後,28.965,,
5358,10/21/19 12:00:00 午後,28.99,,
5359,10/21/19 12:00:00 午後,29.19,,
5360,10/21/19 12:00:00 午後,29.065,,
5361,10/21/19 12:00:00 午後,28.941,,
5362,10/21/19 12:00:00 午後,28.766,,
5363,10/21/19 12:00:00 午後,28.593,,
5364,10/21/19 12:00:00 午後,28.394,,
5365,10/21/19 12:00:00 午後,27.825,,
5366,10/21/19 12:00:00 午後,27.825,,
5367,10/21/19 12:00:00 午後,27.505,,
5368,10/21/19 12:00:00 午後,27.505,,
5369,10/21/19 12:00:00 午後,27.186,,
5370,10/21/19 12:00:00 午後,27.136,,
5371,10/21/19 12:00:00 午後,27.235,,
5372,10/21/19 12:00:00 午後,27.505,,
5373,10/21/19 12:00:00 午後,27.456,,
5374,10/21/19 12:00:00 午後,27.604,,
5375,10/21/19 12:00:00 午後,27.801,,
5376,10/21/19 12:00:00 午後,28.171,,
5377,10/21/19 12:00:00 午後,28.766,,
5378,10/21/19 12:00:00 午後,28.965,,
5379,10/21/19 12:00:00 午後,29.065,,
5380,10/21/19 12:00:00 午後,28.27,,
5381,10/21/19 12:00:00 午後,28.518,,
5382,10/21/19 12:00:00 午後,28.568,,
5383,10/21/19 12:00:00 午後,28.518,,
5384,10/21/19 12:00:00 午後,28.617,,
5385,10/21/19 12:00:00 午後,28.766,,
5386,10/21/19 12:00:00 午後,28.766,,
5387,10/21/19 12:00:00 午後,28.791,,
5388,10/21/19 12:00:00 午後,28.841,,
5389,10/21/19 12:00:00 午後,28.791,,
5390,10/21/19 12:00:00 午後,27.924,,
5391,10/21/19 12:00:00 午後,27.899,,
5392,10/21/19 12:00:00 午後,27.924,,
5393,10/21/19 12:00:00 午後,27.899,,
5394,10/21/19 12:00:00 午後,27.875,,
5395,10/21/19 12:00:00 午後,27.85,,
5396,10/21/19 12:00:00 午後,27.825,,
5397,10/21/19 12:00:00 午後,27.924,,
5398,10/21/19 12:00:00 午後,28.245,,
5399,10/21/19 12:00:00 午後,28.543,,
5400,10/21/19 12:00:00 午後,28.891,,
5401,10/21/19 12:00:00 午後,29.115,,
5402,10/21/19 12:00:00 午後,29.59,,
5403,10/21/19 12:00:00 午後,29.49,,
5404,10/21/19 12:00:00 午後,28.99,,
5405,10/21/19 12:00:00 午後,29.115,,
5406,10/21/19 12:00:00 午後,29.065,,
5407,10/21/19 12:00:00 午後,29.09,,
5408,10/21/19 12:00:00 午後,29.14,,
5409,10/21/19 12:00:00 午後,28.941,,
5410,10/21/19 12:00:00 午後,28.841,,
5411,10/21/19 12:00:00 午後,28.816,,
5412,10/21/19 12:00:00 午後,28.742,,
5413,10/21/19 12:00:00 午後,28.692,,
5414,10/21/19 12:00:00 午後,28.667,,
5415,10/21/19 12:00:00 午後,28.245,,
5416,10/21/19 12:00:00 午後,27.924,,
5417,10/21/19 12:00:00 午後,27.949,,
5418,10/21/19 12:00:00 午後,27.998,,
5419,10/21/19 12:00:00 午後,27.974,,
5420,10/21/19 12:00:00 午後,27.974,,
5421,10/21/19 12:00:00 午後,28.048,,
5422,10/21/19 12:00:00 午後,28.369,,
5423,10/21/19 12:00:00 午後,28.692,,
5424,10/21/19 12:00:00 午後,29.015,,
5425,10/21/19 12:00:00 午後,29.414,,
5426,10/21/19 12:00:00 午後,29.765,,
5427,10/21/19 12:00:00 午後,29.865,,
5428,10/21/19 12:00:00 午後,29.515,,
5429,10/21/19 12:00:00 午後,28.99,,
