プロット タイトル: site07_spot005_2021,,
#,月/日/年　時刻,"温度, °C (LGR S/N: 20280582, SEN S/N: 20280582)"
11031,07/23/21 05:00:00 午前,27.924
11032,07/23/21 05:30:00 午前,27.924
11033,07/23/21 06:00:00 午前,27.924
11034,07/23/21 06:30:00 午前,27.924
11035,07/23/21 07:00:00 午前,27.875
11036,07/23/21 07:30:00 午前,27.85
11037,07/23/21 08:00:00 午前,27.776
11038,07/23/21 08:30:00 午前,27.776
11039,07/23/21 09:00:00 午前,27.751
11040,07/23/21 09:30:00 午前,27.727
11041,07/23/21 10:00:00 午前,27.727
11042,07/23/21 10:30:00 午前,27.702
11043,07/23/21 11:00:00 午前,27.702
11044,07/23/21 11:30:00 午前,27.677
11045,07/23/21 12:00:00 午後,27.628
11046,07/23/21 12:30:00 午後,27.628
11047,07/23/21 01:00:00 午後,27.628
11048,07/23/21 01:30:00 午後,27.653
11049,07/23/21 02:00:00 午後,27.677
11050,07/23/21 02:30:00 午後,27.702
11051,07/23/21 03:00:00 午後,27.727
11052,07/23/21 03:30:00 午後,27.727
11053,07/23/21 04:00:00 午後,27.702
11054,07/23/21 04:30:00 午後,27.727
11055,07/23/21 05:00:00 午後,27.727
11056,07/23/21 05:30:00 午後,27.727
11057,07/23/21 06:00:00 午後,27.751
11058,07/23/21 06:30:00 午後,27.751
11059,07/23/21 07:00:00 午後,27.727
11060,07/23/21 07:30:00 午後,27.727
11061,07/23/21 08:00:00 午後,27.751
11062,07/23/21 08:30:00 午後,27.751
11063,07/23/21 09:00:00 午後,27.751
11064,07/23/21 09:30:00 午後,27.751
11065,07/23/21 10:00:00 午後,27.776
11066,07/23/21 10:30:00 午後,27.776
11067,07/23/21 11:00:00 午後,27.776
11068,07/23/21 11:30:00 午後,27.751
11069,07/24/21 12:00:00 午前,27.751
11070,07/24/21 12:30:00 午前,27.751
11071,07/24/21 01:00:00 午前,27.776
11072,07/24/21 01:30:00 午前,27.776
11073,07/24/21 02:00:00 午前,27.702
11074,07/24/21 02:30:00 午前,27.727
11075,07/24/21 03:00:00 午前,27.751
11076,07/24/21 03:30:00 午前,27.776
11077,07/24/21 04:00:00 午前,27.751
11078,07/24/21 04:30:00 午前,27.751
11079,07/24/21 05:00:00 午前,27.776
11080,07/24/21 05:30:00 午前,27.727
11081,07/24/21 06:00:00 午前,27.727
11082,07/24/21 06:30:00 午前,27.825
11083,07/24/21 07:00:00 午前,27.702
11084,07/24/21 07:30:00 午前,27.628
11085,07/24/21 08:00:00 午前,27.628
11086,07/24/21 08:30:00 午前,27.653
11087,07/24/21 09:00:00 午前,27.677
11088,07/24/21 09:30:00 午前,27.727
11089,07/24/21 10:00:00 午前,27.702
11090,07/24/21 10:30:00 午前,27.677
11091,07/24/21 11:00:00 午前,27.677
11092,07/24/21 11:30:00 午前,27.677
11093,07/24/21 12:00:00 午後,27.653
11094,07/24/21 12:30:00 午後,27.628
11095,07/24/21 01:00:00 午後,27.653
11096,07/24/21 01:30:00 午後,27.628
11097,07/24/21 02:00:00 午後,27.628
11098,07/24/21 02:30:00 午後,27.604
11099,07/24/21 03:00:00 午後,27.604
11100,07/24/21 03:30:00 午後,27.628
11101,07/24/21 04:00:00 午後,27.628
11102,07/24/21 04:30:00 午後,27.604
11103,07/24/21 05:00:00 午後,27.604
11104,07/24/21 05:30:00 午後,27.579
11105,07/24/21 06:00:00 午後,27.579
11106,07/24/21 06:30:00 午後,27.579
11107,07/24/21 07:00:00 午後,27.579
11108,07/24/21 07:30:00 午後,27.579
11109,07/24/21 08:00:00 午後,27.579
11110,07/24/21 08:30:00 午後,27.554
11111,07/24/21 09:00:00 午後,27.554
11112,07/24/21 09:30:00 午後,27.554
11113,07/24/21 10:00:00 午後,27.53
11114,07/24/21 10:30:00 午後,27.53
11115,07/24/21 11:00:00 午後,27.505
11116,07/24/21 11:30:00 午後,27.481
11117,07/25/21 12:00:00 午前,27.481
11118,07/25/21 12:30:00 午前,27.456
11119,07/25/21 01:00:00 午前,27.407
11120,07/25/21 01:30:00 午前,27.407
11121,07/25/21 02:00:00 午前,27.431
11122,07/25/21 02:30:00 午前,27.431
11123,07/25/21 03:00:00 午前,27.407
11124,07/25/21 03:30:00 午前,27.407
11125,07/25/21 04:00:00 午前,27.407
11126,07/25/21 04:30:00 午前,27.407
11127,07/25/21 05:00:00 午前,27.431
11128,07/25/21 05:30:00 午前,27.456
11129,07/25/21 06:00:00 午前,27.431
11130,07/25/21 06:30:00 午前,27.431
11131,07/25/21 07:00:00 午前,27.431
11132,07/25/21 07:30:00 午前,27.431
11133,07/25/21 08:00:00 午前,27.456
11134,07/25/21 08:30:00 午前,27.456
11135,07/25/21 09:00:00 午前,27.481
11136,07/25/21 09:30:00 午前,27.53
11137,07/25/21 10:00:00 午前,27.554
11138,07/25/21 10:30:00 午前,27.579
11139,07/25/21 11:00:00 午前,27.456
11140,07/25/21 11:30:00 午前,27.456
11141,07/25/21 12:00:00 午後,27.431
11142,07/25/21 12:30:00 午後,27.456
11143,07/25/21 01:00:00 午後,27.481
11144,07/25/21 01:30:00 午後,27.505
11145,07/25/21 02:00:00 午後,27.53
11146,07/25/21 02:30:00 午後,27.53
11147,07/25/21 03:00:00 午後,27.407
11148,07/25/21 03:30:00 午後,27.333
11149,07/25/21 04:00:00 午後,27.259
11150,07/25/21 04:30:00 午後,27.235
11151,07/25/21 05:00:00 午後,27.308
11152,07/25/21 05:30:00 午後,27.333
11153,07/25/21 06:00:00 午後,27.308
11154,07/25/21 06:30:00 午後,27.333
11155,07/25/21 07:00:00 午後,27.358
11156,07/25/21 07:30:00 午後,27.407
11157,07/25/21 08:00:00 午後,27.407
11158,07/25/21 08:30:00 午後,27.431
11159,07/25/21 09:00:00 午後,27.407
11160,07/25/21 09:30:00 午後,27.382
11161,07/25/21 10:00:00 午後,27.382
11162,07/25/21 10:30:00 午後,27.358
11163,07/25/21 11:00:00 午後,27.358
11164,07/25/21 11:30:00 午後,27.358
11165,07/26/21 12:00:00 午前,27.358
11166,07/26/21 12:30:00 午前,27.333
11167,07/26/21 01:00:00 午前,27.284
11168,07/26/21 01:30:00 午前,27.259
11169,07/26/21 02:00:00 午前,27.259
11170,07/26/21 02:30:00 午前,27.259
11171,07/26/21 03:00:00 午前,27.284
11172,07/26/21 03:30:00 午前,27.308
11173,07/26/21 04:00:00 午前,27.308
11174,07/26/21 04:30:00 午前,27.333
11175,07/26/21 05:00:00 午前,27.333
11176,07/26/21 05:30:00 午前,27.308
11177,07/26/21 06:00:00 午前,27.333
11178,07/26/21 06:30:00 午前,27.308
11179,07/26/21 07:00:00 午前,27.308
11180,07/26/21 07:30:00 午前,27.308
11181,07/26/21 08:00:00 午前,27.308
11182,07/26/21 08:30:00 午前,27.333
11183,07/26/21 09:00:00 午前,27.333
11184,07/26/21 09:30:00 午前,27.358
11185,07/26/21 10:00:00 午前,27.333
11186,07/26/21 10:30:00 午前,27.382
11187,07/26/21 11:00:00 午前,27.407
11188,07/26/21 11:30:00 午前,27.456
11189,07/26/21 12:00:00 午後,27.481
11190,07/26/21 12:30:00 午後,27.431
11191,07/26/21 01:00:00 午後,27.382
11192,07/26/21 01:30:00 午後,27.382
11193,07/26/21 02:00:00 午後,27.456
11194,07/26/21 02:30:00 午後,27.456
11195,07/26/21 03:00:00 午後,27.505
11196,07/26/21 03:30:00 午後,27.407
11197,07/26/21 04:00:00 午後,27.431
11198,07/26/21 04:30:00 午後,27.407
11199,07/26/21 05:00:00 午後,27.431
11200,07/26/21 05:30:00 午後,27.382
11201,07/26/21 06:00:00 午後,27.382
11202,07/26/21 06:30:00 午後,27.382
11203,07/26/21 07:00:00 午後,27.308
11204,07/26/21 07:30:00 午後,27.284
11205,07/26/21 08:00:00 午後,27.259
11206,07/26/21 08:30:00 午後,27.259
11207,07/26/21 09:00:00 午後,27.259
11208,07/26/21 09:30:00 午後,27.284
11209,07/26/21 10:00:00 午後,27.284
11210,07/26/21 10:30:00 午後,27.284
11211,07/26/21 11:00:00 午後,27.308
11212,07/26/21 11:30:00 午後,27.333
11213,07/27/21 12:00:00 午前,27.308
11214,07/27/21 12:30:00 午前,27.308
11215,07/27/21 01:00:00 午前,27.284
11216,07/27/21 01:30:00 午前,27.284
11217,07/27/21 02:00:00 午前,27.235
11218,07/27/21 02:30:00 午前,27.235
11219,07/27/21 03:00:00 午前,27.21
11220,07/27/21 03:30:00 午前,27.21
11221,07/27/21 04:00:00 午前,27.186
11222,07/27/21 04:30:00 午前,27.186
11223,07/27/21 05:00:00 午前,27.186
11224,07/27/21 05:30:00 午前,27.186
11225,07/27/21 06:00:00 午前,27.186
11226,07/27/21 06:30:00 午前,27.235
11227,07/27/21 07:00:00 午前,27.235
11228,07/27/21 07:30:00 午前,27.284
11229,07/27/21 08:00:00 午前,27.333
11230,07/27/21 08:30:00 午前,27.358
11231,07/27/21 09:00:00 午前,27.284
11232,07/27/21 09:30:00 午前,27.407
11233,07/27/21 10:00:00 午前,27.456
11234,07/27/21 10:30:00 午前,27.481
11235,07/27/21 11:00:00 午前,27.677
11236,07/27/21 11:30:00 午前,27.702
11237,07/27/21 12:00:00 午後,27.751
11238,07/27/21 12:30:00 午後,27.751
11239,07/27/21 01:00:00 午後,27.85
11240,07/27/21 01:30:00 午後,27.924
11241,07/27/21 02:00:00 午後,27.677
11242,07/27/21 02:30:00 午後,27.653
11243,07/27/21 03:00:00 午後,27.382
11244,07/27/21 03:30:00 午後,27.333
11245,07/27/21 04:00:00 午後,27.358
11246,07/27/21 04:30:00 午後,27.235
11247,07/27/21 05:00:00 午後,27.063
11248,07/27/21 05:30:00 午後,27.063
11249,07/27/21 06:00:00 午後,27.063
11250,07/27/21 06:30:00 午後,27.087
11251,07/27/21 07:00:00 午後,27.161
11252,07/27/21 07:30:00 午後,27.136
11253,07/27/21 08:00:00 午後,27.136
11254,07/27/21 08:30:00 午後,27.136
11255,07/27/21 09:00:00 午後,27.136
11256,07/27/21 09:30:00 午後,27.112
11257,07/27/21 10:00:00 午後,27.112
11258,07/27/21 10:30:00 午後,27.112
11259,07/27/21 11:00:00 午後,27.136
11260,07/27/21 11:30:00 午後,27.161
11261,07/28/21 12:00:00 午前,27.161
11262,07/28/21 12:30:00 午前,27.161
11263,07/28/21 01:00:00 午前,27.136
11264,07/28/21 01:30:00 午前,27.136
11265,07/28/21 02:00:00 午前,27.136
11266,07/28/21 02:30:00 午前,27.136
11267,07/28/21 03:00:00 午前,27.112
11268,07/28/21 03:30:00 午前,27.038
11269,07/28/21 04:00:00 午前,27.014
11270,07/28/21 04:30:00 午前,27.014
11271,07/28/21 05:00:00 午前,26.989
11272,07/28/21 05:30:00 午前,26.989
11273,07/28/21 06:00:00 午前,26.989
11274,07/28/21 06:30:00 午前,26.989
11275,07/28/21 07:00:00 午前,27.063
11276,07/28/21 07:30:00 午前,27.063
11277,07/28/21 08:00:00 午前,27.063
11278,07/28/21 08:30:00 午前,27.087
11279,07/28/21 09:00:00 午前,27.112
11280,07/28/21 09:30:00 午前,27.21
11281,07/28/21 10:00:00 午前,27.235
11282,07/28/21 10:30:00 午前,27.308
11283,07/28/21 11:00:00 午前,27.431
11284,07/28/21 11:30:00 午前,27.53
11285,07/28/21 12:00:00 午後,27.653
11286,07/28/21 12:30:00 午後,27.677
11287,07/28/21 01:00:00 午後,27.628
11288,07/28/21 01:30:00 午後,27.628
11289,07/28/21 02:00:00 午後,27.727
11290,07/28/21 02:30:00 午後,27.702
11291,07/28/21 03:00:00 午後,27.382
11292,07/28/21 03:30:00 午後,27.308
11293,07/28/21 04:00:00 午後,27.284
11294,07/28/21 04:30:00 午後,27.259
11295,07/28/21 05:00:00 午後,27.186
11296,07/28/21 05:30:00 午後,27.21
11297,07/28/21 06:00:00 午後,27.087
11298,07/28/21 06:30:00 午後,27.087
11299,07/28/21 07:00:00 午後,27.063
11300,07/28/21 07:30:00 午後,27.087
11301,07/28/21 08:00:00 午後,27.136
11302,07/28/21 08:30:00 午後,27.161
11303,07/28/21 09:00:00 午後,27.186
11304,07/28/21 09:30:00 午後,27.235
11305,07/28/21 10:00:00 午後,27.21
11306,07/28/21 10:30:00 午後,27.186
11307,07/28/21 11:00:00 午後,27.112
11308,07/28/21 11:30:00 午後,27.087
11309,07/29/21 12:00:00 午前,27.136
11310,07/29/21 12:30:00 午前,27.136
11311,07/29/21 01:00:00 午前,27.112
11312,07/29/21 01:30:00 午前,27.136
11313,07/29/21 02:00:00 午前,27.136
11314,07/29/21 02:30:00 午前,27.161
11315,07/29/21 03:00:00 午前,27.186
11316,07/29/21 03:30:00 午前,27.21
11317,07/29/21 04:00:00 午前,27.235
11318,07/29/21 04:30:00 午前,27.284
11319,07/29/21 05:00:00 午前,27.284
11320,07/29/21 05:30:00 午前,27.259
11321,07/29/21 06:00:00 午前,27.259
11322,07/29/21 06:30:00 午前,27.259
11323,07/29/21 07:00:00 午前,27.259
11324,07/29/21 07:30:00 午前,27.284
11325,07/29/21 08:00:00 午前,27.333
11326,07/29/21 08:30:00 午前,27.333
11327,07/29/21 09:00:00 午前,27.308
11328,07/29/21 09:30:00 午前,27.333
11329,07/29/21 10:00:00 午前,27.407
11330,07/29/21 10:30:00 午前,27.259
11331,07/29/21 11:00:00 午前,27.407
11332,07/29/21 11:30:00 午前,27.382
11333,07/29/21 12:00:00 午後,27.53
11334,07/29/21 12:30:00 午後,27.727
11335,07/29/21 01:00:00 午後,27.751
11336,07/29/21 01:30:00 午後,27.924
11337,07/29/21 02:00:00 午後,27.801
11338,07/29/21 02:30:00 午後,27.998
11339,07/29/21 03:00:00 午後,27.875
11340,07/29/21 03:30:00 午後,28.048
11341,07/29/21 04:00:00 午後,27.875
11342,07/29/21 04:30:00 午後,27.579
11343,07/29/21 05:00:00 午後,27.456
11344,07/29/21 05:30:00 午後,27.431
11345,07/29/21 06:00:00 午後,27.382
11346,07/29/21 06:30:00 午後,27.333
11347,07/29/21 07:00:00 午後,27.284
11348,07/29/21 07:30:00 午後,27.21
11349,07/29/21 08:00:00 午後,27.161
11350,07/29/21 08:30:00 午後,27.136
11351,07/29/21 09:00:00 午後,27.136
11352,07/29/21 09:30:00 午後,27.063
11353,07/29/21 10:00:00 午後,27.087
11354,07/29/21 10:30:00 午後,27.136
11355,07/29/21 11:00:00 午後,27.136
11356,07/29/21 11:30:00 午後,27.161
11357,07/30/21 12:00:00 午前,27.186
11358,07/30/21 12:30:00 午前,27.186
11359,07/30/21 01:00:00 午前,27.235
11360,07/30/21 01:30:00 午前,27.333
11361,07/30/21 02:00:00 午前,27.308
11362,07/30/21 02:30:00 午前,27.259
11363,07/30/21 03:00:00 午前,27.284
11364,07/30/21 03:30:00 午前,27.259
11365,07/30/21 04:00:00 午前,27.186
11366,07/30/21 04:30:00 午前,27.136
11367,07/30/21 05:00:00 午前,27.112
11368,07/30/21 05:30:00 午前,27.087
11369,07/30/21 06:00:00 午前,27.136
11370,07/30/21 06:30:00 午前,27.136
11371,07/30/21 07:00:00 午前,27.136
11372,07/30/21 07:30:00 午前,27.136
11373,07/30/21 08:00:00 午前,27.136
11374,07/30/21 08:30:00 午前,27.284
11375,07/30/21 09:00:00 午前,27.308
11376,07/30/21 09:30:00 午前,27.358
11377,07/30/21 10:00:00 午前,27.481
11378,07/30/21 10:30:00 午前,27.53
11379,07/30/21 11:00:00 午前,27.481
11380,07/30/21 11:30:00 午前,27.53
11381,07/30/21 12:00:00 午後,27.358
11382,07/30/21 12:30:00 午後,27.284
11383,07/30/21 01:00:00 午後,27.284
11384,07/30/21 01:30:00 午後,27.358
11385,07/30/21 02:00:00 午後,27.505
11386,07/30/21 02:30:00 午後,27.53
11387,07/30/21 03:00:00 午後,27.53
11388,07/30/21 03:30:00 午後,27.53
11389,07/30/21 04:00:00 午後,27.875
11390,07/30/21 04:30:00 午後,27.899
11391,07/30/21 05:00:00 午後,27.801
11392,07/30/21 05:30:00 午後,27.702
11393,07/30/21 06:00:00 午後,27.727
11394,07/30/21 06:30:00 午後,27.85
11395,07/30/21 07:00:00 午後,27.653
11396,07/30/21 07:30:00 午後,27.628
11397,07/30/21 08:00:00 午後,27.579
11398,07/30/21 08:30:00 午後,27.358
11399,07/30/21 09:00:00 午後,27.333
11400,07/30/21 09:30:00 午後,27.333
11401,07/30/21 10:00:00 午後,27.382
11402,07/30/21 10:30:00 午後,27.382
11403,07/30/21 11:00:00 午後,27.382
11404,07/30/21 11:30:00 午後,27.382
11405,07/31/21 12:00:00 午前,27.382
11406,07/31/21 12:30:00 午前,27.53
11407,07/31/21 01:00:00 午前,27.407
11408,07/31/21 01:30:00 午前,27.431
11409,07/31/21 02:00:00 午前,27.505
11410,07/31/21 02:30:00 午前,27.554
11411,07/31/21 03:00:00 午前,27.579
11412,07/31/21 03:30:00 午前,27.53
11413,07/31/21 04:00:00 午前,27.505
11414,07/31/21 04:30:00 午前,27.505
11415,07/31/21 05:00:00 午前,27.481
11416,07/31/21 05:30:00 午前,27.284
11417,07/31/21 06:00:00 午前,27.284
11418,07/31/21 06:30:00 午前,27.21
11419,07/31/21 07:00:00 午前,27.087
11420,07/31/21 07:30:00 午前,27.136
11421,07/31/21 08:00:00 午前,27.21
11422,07/31/21 08:30:00 午前,27.382
11423,07/31/21 09:00:00 午前,27.456
11424,07/31/21 09:30:00 午前,27.604
11425,07/31/21 10:00:00 午前,27.628
11426,07/31/21 10:30:00 午前,27.554
11427,07/31/21 11:00:00 午前,27.554
11428,07/31/21 11:30:00 午前,27.53
11429,07/31/21 12:00:00 午後,27.358
11430,07/31/21 12:30:00 午後,27.333
11431,07/31/21 01:00:00 午後,27.407
11432,07/31/21 01:30:00 午後,27.431
11433,07/31/21 02:00:00 午後,27.481
11434,07/31/21 02:30:00 午後,27.407
11435,07/31/21 03:00:00 午後,27.505
11436,07/31/21 03:30:00 午後,27.53
11437,07/31/21 04:00:00 午後,27.579
11438,07/31/21 04:30:00 午後,27.677
11439,07/31/21 05:00:00 午後,27.727
11440,07/31/21 05:30:00 午後,27.727
11441,07/31/21 06:00:00 午後,27.751
11442,07/31/21 06:30:00 午後,27.604
11443,07/31/21 07:00:00 午後,27.604
11444,07/31/21 07:30:00 午後,27.554
11445,07/31/21 08:00:00 午後,27.579
11446,07/31/21 08:30:00 午後,27.579
11447,07/31/21 09:00:00 午後,27.579
11448,07/31/21 09:30:00 午後,27.505
11449,07/31/21 10:00:00 午後,27.579
11450,07/31/21 10:30:00 午後,27.628
11451,07/31/21 11:00:00 午後,27.53
11452,07/31/21 11:30:00 午後,27.604
11453,08/01/21 12:00:00 午前,27.481
11454,08/01/21 12:30:00 午前,27.456
11455,08/01/21 01:00:00 午前,27.481
11456,08/01/21 01:30:00 午前,27.333
11457,08/01/21 02:00:00 午前,27.456
11458,08/01/21 02:30:00 午前,27.431
11459,08/01/21 03:00:00 午前,27.431
11460,08/01/21 03:30:00 午前,27.481
11461,08/01/21 04:00:00 午前,27.505
11462,08/01/21 04:30:00 午前,27.505
11463,08/01/21 05:00:00 午前,27.456
11464,08/01/21 05:30:00 午前,27.431
11465,08/01/21 06:00:00 午前,27.456
11466,08/01/21 06:30:00 午前,27.431
11467,08/01/21 07:00:00 午前,27.456
11468,08/01/21 07:30:00 午前,27.382
11469,08/01/21 08:00:00 午前,27.308
11470,08/01/21 08:30:00 午前,27.431
11471,08/01/21 09:00:00 午前,27.431
11472,08/01/21 09:30:00 午前,27.604
11473,08/01/21 10:00:00 午前,27.653
11474,08/01/21 10:30:00 午前,27.751
11475,08/01/21 11:00:00 午前,27.702
11476,08/01/21 11:30:00 午前,27.801
11477,08/01/21 12:00:00 午後,27.751
11478,08/01/21 12:30:00 午後,27.751
11479,08/01/21 01:00:00 午後,27.875
11480,08/01/21 01:30:00 午後,27.85
11481,08/01/21 02:00:00 午後,27.628
11482,08/01/21 02:30:00 午後,27.628
11483,08/01/21 03:00:00 午後,27.653
11484,08/01/21 03:30:00 午後,27.653
11485,08/01/21 04:00:00 午後,27.653
11486,08/01/21 04:30:00 午後,27.702
11487,08/01/21 05:00:00 午後,27.702
11488,08/01/21 05:30:00 午後,27.801
11489,08/01/21 06:00:00 午後,27.85
11490,08/01/21 06:30:00 午後,27.899
11491,08/01/21 07:00:00 午後,27.776
11492,08/01/21 07:30:00 午後,27.628
11493,08/01/21 08:00:00 午後,27.628
11494,08/01/21 08:30:00 午後,27.579
11495,08/01/21 09:00:00 午後,27.554
11496,08/01/21 09:30:00 午後,27.554
11497,08/01/21 10:00:00 午後,27.554
11498,08/01/21 10:30:00 午後,27.604
11499,08/01/21 11:00:00 午後,27.628
11500,08/01/21 11:30:00 午後,27.653
11501,08/02/21 12:00:00 午前,27.653
11502,08/02/21 12:30:00 午前,27.53
11503,08/02/21 01:00:00 午前,27.579
11504,08/02/21 01:30:00 午前,27.579
11505,08/02/21 02:00:00 午前,27.604
11506,08/02/21 02:30:00 午前,27.604
11507,08/02/21 03:00:00 午前,27.505
11508,08/02/21 03:30:00 午前,27.505
11509,08/02/21 04:00:00 午前,27.505
11510,08/02/21 04:30:00 午前,27.505
11511,08/02/21 05:00:00 午前,27.505
11512,08/02/21 05:30:00 午前,27.505
11513,08/02/21 06:00:00 午前,27.505
11514,08/02/21 06:30:00 午前,27.505
11515,08/02/21 07:00:00 午前,27.53
11516,08/02/21 07:30:00 午前,27.579
11517,08/02/21 08:00:00 午前,27.628
11518,08/02/21 08:30:00 午前,27.677
11519,08/02/21 09:00:00 午前,27.776
11520,08/02/21 09:30:00 午前,27.776
11521,08/02/21 10:00:00 午前,27.751
11522,08/02/21 10:30:00 午前,27.776
11523,08/02/21 11:00:00 午前,27.727
11524,08/02/21 11:30:00 午前,27.727
11525,08/02/21 12:00:00 午後,27.85
11526,08/02/21 12:30:00 午後,27.85
11527,08/02/21 01:00:00 午後,27.801
11528,08/02/21 01:30:00 午後,27.801
11529,08/02/21 02:00:00 午後,27.825
11530,08/02/21 02:30:00 午後,27.751
11531,08/02/21 03:00:00 午後,27.751
11532,08/02/21 03:30:00 午後,27.727
11533,08/02/21 04:00:00 午後,27.751
11534,08/02/21 04:30:00 午後,27.702
11535,08/02/21 05:00:00 午後,27.702
11536,08/02/21 05:30:00 午後,27.801
11537,08/02/21 06:00:00 午後,27.899
11538,08/02/21 06:30:00 午後,27.875
11539,08/02/21 07:00:00 午後,27.899
11540,08/02/21 07:30:00 午後,27.924
11541,08/02/21 08:00:00 午後,27.875
11542,08/02/21 08:30:00 午後,27.727
11543,08/02/21 09:00:00 午後,27.604
11544,08/02/21 09:30:00 午後,27.653
11545,08/02/21 10:00:00 午後,27.653
11546,08/02/21 10:30:00 午後,27.702
11547,08/02/21 11:00:00 午後,27.825
11548,08/02/21 11:30:00 午後,27.801
11549,08/03/21 12:00:00 午前,27.85
11550,08/03/21 12:30:00 午前,27.801
11551,08/03/21 01:00:00 午前,27.825
11552,08/03/21 01:30:00 午前,27.677
11553,08/03/21 02:00:00 午前,27.727
11554,08/03/21 02:30:00 午前,27.604
