プロット タイトル: site07_spot008_2021,,
#,月/日/年　時刻,"温度, °C (LGR S/N: 20291299, SEN S/N: 20291299)"
10949,07/21/21 12:00:00 午後,28.221
10950,07/21/21 12:30:00 午後,28.245
10951,07/21/21 01:00:00 午後,28.27
10952,07/21/21 01:30:00 午後,28.27
10953,07/21/21 02:00:00 午後,28.369
10954,07/21/21 02:30:00 午後,28.394
10955,07/21/21 03:00:00 午後,28.394
10956,07/21/21 03:30:00 午後,28.419
10957,07/21/21 04:00:00 午後,28.394
10958,07/21/21 04:30:00 午後,28.394
10959,07/21/21 05:00:00 午後,28.394
10960,07/21/21 05:30:00 午後,28.419
10961,07/21/21 06:00:00 午後,28.394
10962,07/21/21 06:30:00 午後,28.369
10963,07/21/21 07:00:00 午後,28.369
10964,07/21/21 07:30:00 午後,28.345
10965,07/21/21 08:00:00 午後,28.345
10966,07/21/21 08:30:00 午後,28.32
10967,07/21/21 09:00:00 午後,28.32
10968,07/21/21 09:30:00 午後,28.32
10969,07/21/21 10:00:00 午後,28.369
10970,07/21/21 10:30:00 午後,28.369
10971,07/21/21 11:00:00 午後,28.369
10972,07/21/21 11:30:00 午後,28.369
10973,07/22/21 12:00:00 午前,28.369
10974,07/22/21 12:30:00 午前,28.369
10975,07/22/21 01:00:00 午前,28.369
10976,07/22/21 01:30:00 午前,28.369
10977,07/22/21 02:00:00 午前,28.394
10978,07/22/21 02:30:00 午前,28.394
10979,07/22/21 03:00:00 午前,28.394
10980,07/22/21 03:30:00 午前,28.419
10981,07/22/21 04:00:00 午前,28.419
10982,07/22/21 04:30:00 午前,28.419
10983,07/22/21 05:00:00 午前,28.419
10984,07/22/21 05:30:00 午前,28.394
10985,07/22/21 06:00:00 午前,28.394
10986,07/22/21 06:30:00 午前,28.419
10987,07/22/21 07:00:00 午前,28.394
10988,07/22/21 07:30:00 午前,28.345
10989,07/22/21 08:00:00 午前,28.345
10990,07/22/21 08:30:00 午前,28.27
10991,07/22/21 09:00:00 午前,28.245
10992,07/22/21 09:30:00 午前,28.295
10993,07/22/21 10:00:00 午前,28.32
10994,07/22/21 10:30:00 午前,28.27
10995,07/22/21 11:00:00 午前,28.295
10996,07/22/21 11:30:00 午前,28.32
10997,07/22/21 12:00:00 午後,28.345
10998,07/22/21 12:30:00 午後,28.369
10999,07/22/21 01:00:00 午後,28.345
11000,07/22/21 01:30:00 午後,28.369
11001,07/22/21 02:00:00 午後,28.369
11002,07/22/21 02:30:00 午後,28.369
11003,07/22/21 03:00:00 午後,28.345
11004,07/22/21 03:30:00 午後,28.295
11005,07/22/21 04:00:00 午後,28.245
11006,07/22/21 04:30:00 午後,28.221
11007,07/22/21 05:00:00 午後,28.221
11008,07/22/21 05:30:00 午後,28.196
11009,07/22/21 06:00:00 午後,28.196
11010,07/22/21 06:30:00 午後,28.171
11011,07/22/21 07:00:00 午後,28.196
11012,07/22/21 07:30:00 午後,28.196
11013,07/22/21 08:00:00 午後,28.196
11014,07/22/21 08:30:00 午後,28.147
11015,07/22/21 09:00:00 午後,28.147
11016,07/22/21 09:30:00 午後,28.147
11017,07/22/21 10:00:00 午後,28.122
11018,07/22/21 10:30:00 午後,28.122
11019,07/22/21 11:00:00 午後,28.097
11020,07/22/21 11:30:00 午後,28.122
11021,07/23/21 12:00:00 午前,28.097
11022,07/23/21 12:30:00 午前,28.072
11023,07/23/21 01:00:00 午前,28.097
11024,07/23/21 01:30:00 午前,28.122
11025,07/23/21 02:00:00 午前,28.122
11026,07/23/21 02:30:00 午前,28.072
11027,07/23/21 03:00:00 午前,28.048
11028,07/23/21 03:30:00 午前,28.048
11029,07/23/21 04:00:00 午前,27.998
11030,07/23/21 04:30:00 午前,27.974
11031,07/23/21 05:00:00 午前,27.949
11032,07/23/21 05:30:00 午前,27.924
11033,07/23/21 06:00:00 午前,27.899
11034,07/23/21 06:30:00 午前,27.875
11035,07/23/21 07:00:00 午前,27.875
11036,07/23/21 07:30:00 午前,27.85
11037,07/23/21 08:00:00 午前,27.825
11038,07/23/21 08:30:00 午前,27.801
11039,07/23/21 09:00:00 午前,27.727
11040,07/23/21 09:30:00 午前,27.702
11041,07/23/21 10:00:00 午前,27.677
11042,07/23/21 10:30:00 午前,27.628
11043,07/23/21 11:00:00 午前,27.579
11044,07/23/21 11:30:00 午前,27.579
11045,07/23/21 12:00:00 午後,27.554
11046,07/23/21 12:30:00 午後,27.505
11047,07/23/21 01:00:00 午後,27.554
11048,07/23/21 01:30:00 午後,27.628
11049,07/23/21 02:00:00 午後,27.579
11050,07/23/21 02:30:00 午後,27.604
11051,07/23/21 03:00:00 午後,27.604
11052,07/23/21 03:30:00 午後,27.604
11053,07/23/21 04:00:00 午後,27.628
11054,07/23/21 04:30:00 午後,27.579
11055,07/23/21 05:00:00 午後,27.628
11056,07/23/21 05:30:00 午後,27.727
11057,07/23/21 06:00:00 午後,27.677
11058,07/23/21 06:30:00 午後,27.751
11059,07/23/21 07:00:00 午後,27.751
11060,07/23/21 07:30:00 午後,27.727
11061,07/23/21 08:00:00 午後,27.677
11062,07/23/21 08:30:00 午後,27.604
11063,07/23/21 09:00:00 午後,27.579
11064,07/23/21 09:30:00 午後,27.604
11065,07/23/21 10:00:00 午後,27.554
11066,07/23/21 10:30:00 午後,27.579
11067,07/23/21 11:00:00 午後,27.554
11068,07/23/21 11:30:00 午後,27.554
11069,07/24/21 12:00:00 午前,27.505
11070,07/24/21 12:30:00 午前,27.481
11071,07/24/21 01:00:00 午前,27.53
11072,07/24/21 01:30:00 午前,27.53
11073,07/24/21 02:00:00 午前,27.505
11074,07/24/21 02:30:00 午前,27.505
11075,07/24/21 03:00:00 午前,27.53
11076,07/24/21 03:30:00 午前,27.579
11077,07/24/21 04:00:00 午前,27.554
11078,07/24/21 04:30:00 午前,27.554
11079,07/24/21 05:00:00 午前,27.604
11080,07/24/21 05:30:00 午前,27.579
11081,07/24/21 06:00:00 午前,27.604
11082,07/24/21 06:30:00 午前,27.727
11083,07/24/21 07:00:00 午前,27.801
11084,07/24/21 07:30:00 午前,27.751
11085,07/24/21 08:00:00 午前,27.727
11086,07/24/21 08:30:00 午前,27.702
11087,07/24/21 09:00:00 午前,27.604
11088,07/24/21 09:30:00 午前,27.604
11089,07/24/21 10:00:00 午前,27.604
11090,07/24/21 10:30:00 午前,27.628
11091,07/24/21 11:00:00 午前,27.628
11092,07/24/21 11:30:00 午前,27.628
11093,07/24/21 12:00:00 午後,27.628
11094,07/24/21 12:30:00 午後,27.628
11095,07/24/21 01:00:00 午後,27.628
11096,07/24/21 01:30:00 午後,27.628
11097,07/24/21 02:00:00 午後,27.628
11098,07/24/21 02:30:00 午後,27.628
11099,07/24/21 03:00:00 午後,27.628
11100,07/24/21 03:30:00 午後,27.628
11101,07/24/21 04:00:00 午後,27.628
11102,07/24/21 04:30:00 午後,27.604
11103,07/24/21 05:00:00 午後,27.579
11104,07/24/21 05:30:00 午後,27.554
11105,07/24/21 06:00:00 午後,27.53
11106,07/24/21 06:30:00 午後,27.53
11107,07/24/21 07:00:00 午後,27.53
11108,07/24/21 07:30:00 午後,27.53
11109,07/24/21 08:00:00 午後,27.53
11110,07/24/21 08:30:00 午後,27.53
11111,07/24/21 09:00:00 午後,27.53
11112,07/24/21 09:30:00 午後,27.505
11113,07/24/21 10:00:00 午後,27.481
11114,07/24/21 10:30:00 午後,27.481
11115,07/24/21 11:00:00 午後,27.481
11116,07/24/21 11:30:00 午後,27.456
11117,07/25/21 12:00:00 午前,27.456
11118,07/25/21 12:30:00 午前,27.481
11119,07/25/21 01:00:00 午前,27.481
11120,07/25/21 01:30:00 午前,27.481
11121,07/25/21 02:00:00 午前,27.481
11122,07/25/21 02:30:00 午前,27.456
11123,07/25/21 03:00:00 午前,27.456
11124,07/25/21 03:30:00 午前,27.456
11125,07/25/21 04:00:00 午前,27.481
11126,07/25/21 04:30:00 午前,27.431
11127,07/25/21 05:00:00 午前,27.382
11128,07/25/21 05:30:00 午前,27.382
11129,07/25/21 06:00:00 午前,27.382
11130,07/25/21 06:30:00 午前,27.382
11131,07/25/21 07:00:00 午前,27.407
11132,07/25/21 07:30:00 午前,27.407
11133,07/25/21 08:00:00 午前,27.407
11134,07/25/21 08:30:00 午前,27.431
11135,07/25/21 09:00:00 午前,27.456
11136,07/25/21 09:30:00 午前,27.481
11137,07/25/21 10:00:00 午前,27.481
11138,07/25/21 10:30:00 午前,27.505
11139,07/25/21 11:00:00 午前,27.505
11140,07/25/21 11:30:00 午前,27.554
11141,07/25/21 12:00:00 午後,27.554
11142,07/25/21 12:30:00 午後,27.579
11143,07/25/21 01:00:00 午後,27.579
11144,07/25/21 01:30:00 午後,27.628
11145,07/25/21 02:00:00 午後,27.604
11146,07/25/21 02:30:00 午後,27.653
11147,07/25/21 03:00:00 午後,27.677
11148,07/25/21 03:30:00 午後,27.677
11149,07/25/21 04:00:00 午後,27.653
11150,07/25/21 04:30:00 午後,27.628
11151,07/25/21 05:00:00 午後,27.628
11152,07/25/21 05:30:00 午後,27.653
11153,07/25/21 06:00:00 午後,27.653
11154,07/25/21 06:30:00 午後,27.628
11155,07/25/21 07:00:00 午後,27.579
11156,07/25/21 07:30:00 午後,27.579
11157,07/25/21 08:00:00 午後,27.554
11158,07/25/21 08:30:00 午後,27.505
11159,07/25/21 09:00:00 午後,27.481
11160,07/25/21 09:30:00 午後,27.481
11161,07/25/21 10:00:00 午後,27.481
11162,07/25/21 10:30:00 午後,27.481
11163,07/25/21 11:00:00 午後,27.456
11164,07/25/21 11:30:00 午後,27.456
11165,07/26/21 12:00:00 午前,27.456
11166,07/26/21 12:30:00 午前,27.456
11167,07/26/21 01:00:00 午前,27.456
11168,07/26/21 01:30:00 午前,27.456
11169,07/26/21 02:00:00 午前,27.431
11170,07/26/21 02:30:00 午前,27.431
11171,07/26/21 03:00:00 午前,27.431
11172,07/26/21 03:30:00 午前,27.407
11173,07/26/21 04:00:00 午前,27.407
11174,07/26/21 04:30:00 午前,27.431
11175,07/26/21 05:00:00 午前,27.431
11176,07/26/21 05:30:00 午前,27.431
11177,07/26/21 06:00:00 午前,27.407
11178,07/26/21 06:30:00 午前,27.407
11179,07/26/21 07:00:00 午前,27.407
11180,07/26/21 07:30:00 午前,27.407
11181,07/26/21 08:00:00 午前,27.382
11182,07/26/21 08:30:00 午前,27.382
11183,07/26/21 09:00:00 午前,27.333
11184,07/26/21 09:30:00 午前,27.333
11185,07/26/21 10:00:00 午前,27.284
11186,07/26/21 10:30:00 午前,27.259
11187,07/26/21 11:00:00 午前,27.284
11188,07/26/21 11:30:00 午前,27.333
11189,07/26/21 12:00:00 午後,27.431
11190,07/26/21 12:30:00 午後,27.431
11191,07/26/21 01:00:00 午後,27.456
11192,07/26/21 01:30:00 午後,27.628
11193,07/26/21 02:00:00 午後,27.628
11194,07/26/21 02:30:00 午後,27.677
11195,07/26/21 03:00:00 午後,27.751
11196,07/26/21 03:30:00 午後,27.85
11197,07/26/21 04:00:00 午後,27.751
11198,07/26/21 04:30:00 午後,27.579
11199,07/26/21 05:00:00 午後,27.579
11200,07/26/21 05:30:00 午後,27.677
11201,07/26/21 06:00:00 午後,27.801
11202,07/26/21 06:30:00 午後,27.85
11203,07/26/21 07:00:00 午後,27.801
11204,07/26/21 07:30:00 午後,27.751
11205,07/26/21 08:00:00 午後,27.727
11206,07/26/21 08:30:00 午後,27.702
11207,07/26/21 09:00:00 午後,27.628
11208,07/26/21 09:30:00 午後,27.579
11209,07/26/21 10:00:00 午後,27.628
11210,07/26/21 10:30:00 午後,27.628
11211,07/26/21 11:00:00 午後,27.628
11212,07/26/21 11:30:00 午後,27.702
11213,07/27/21 12:00:00 午前,27.554
11214,07/27/21 12:30:00 午前,27.53
11215,07/27/21 01:00:00 午前,27.554
11216,07/27/21 01:30:00 午前,27.579
11217,07/27/21 02:00:00 午前,27.677
11218,07/27/21 02:30:00 午前,27.653
11219,07/27/21 03:00:00 午前,27.628
11220,07/27/21 03:30:00 午前,27.653
11221,07/27/21 04:00:00 午前,27.604
11222,07/27/21 04:30:00 午前,27.505
11223,07/27/21 05:00:00 午前,27.382
11224,07/27/21 05:30:00 午前,27.333
11225,07/27/21 06:00:00 午前,27.186
11226,07/27/21 06:30:00 午前,26.916
11227,07/27/21 07:00:00 午前,26.916
11228,07/27/21 07:30:00 午前,26.916
11229,07/27/21 08:00:00 午前,26.916
11230,07/27/21 08:30:00 午前,26.916
11231,07/27/21 09:00:00 午前,26.94
11232,07/27/21 09:30:00 午前,26.989
11233,07/27/21 10:00:00 午前,27.063
11234,07/27/21 10:30:00 午前,27.112
11235,07/27/21 11:00:00 午前,27.087
11236,07/27/21 11:30:00 午前,27.136
11237,07/27/21 12:00:00 午後,27.21
11238,07/27/21 12:30:00 午後,27.308
11239,07/27/21 01:00:00 午後,27.431
11240,07/27/21 01:30:00 午後,27.579
11241,07/27/21 02:00:00 午後,27.677
11242,07/27/21 02:30:00 午後,27.776
11243,07/27/21 03:00:00 午後,27.924
11244,07/27/21 03:30:00 午後,28.122
11245,07/27/21 04:00:00 午後,28.295
11246,07/27/21 04:30:00 午後,28.419
11247,07/27/21 05:00:00 午後,28.593
11248,07/27/21 05:30:00 午後,28.568
11249,07/27/21 06:00:00 午後,28.245
11250,07/27/21 06:30:00 午後,28.147
11251,07/27/21 07:00:00 午後,28.023
11252,07/27/21 07:30:00 午後,27.875
11253,07/27/21 08:00:00 午後,27.801
11254,07/27/21 08:30:00 午後,27.727
11255,07/27/21 09:00:00 午後,27.677
11256,07/27/21 09:30:00 午後,27.604
11257,07/27/21 10:00:00 午後,27.235
11258,07/27/21 10:30:00 午後,27.136
11259,07/27/21 11:00:00 午後,27.21
11260,07/27/21 11:30:00 午後,27.21
11261,07/28/21 12:00:00 午前,27.136
11262,07/28/21 12:30:00 午前,27.136
11263,07/28/21 01:00:00 午前,27.21
11264,07/28/21 01:30:00 午前,27.53
11265,07/28/21 02:00:00 午前,27.554
11266,07/28/21 02:30:00 午前,27.407
11267,07/28/21 03:00:00 午前,27.382
11268,07/28/21 03:30:00 午前,27.456
11269,07/28/21 04:00:00 午前,27.53
11270,07/28/21 04:30:00 午前,27.481
11271,07/28/21 05:00:00 午前,27.481
11272,07/28/21 05:30:00 午前,27.431
11273,07/28/21 06:00:00 午前,27.407
11274,07/28/21 06:30:00 午前,27.358
11275,07/28/21 07:00:00 午前,27.333
11276,07/28/21 07:30:00 午前,26.965
11277,07/28/21 08:00:00 午前,26.842
11278,07/28/21 08:30:00 午前,26.818
11279,07/28/21 09:00:00 午前,26.842
11280,07/28/21 09:30:00 午前,26.916
11281,07/28/21 10:00:00 午前,26.916
11282,07/28/21 10:30:00 午前,26.989
11283,07/28/21 11:00:00 午前,27.112
11284,07/28/21 11:30:00 午前,27.186
11285,07/28/21 12:00:00 午後,27.235
11286,07/28/21 12:30:00 午後,27.284
11287,07/28/21 01:00:00 午後,27.333
11288,07/28/21 01:30:00 午後,27.431
11289,07/28/21 02:00:00 午後,27.481
11290,07/28/21 02:30:00 午後,27.53
11291,07/28/21 03:00:00 午後,27.579
11292,07/28/21 03:30:00 午後,27.653
11293,07/28/21 04:00:00 午後,27.677
11294,07/28/21 04:30:00 午後,27.727
11295,07/28/21 05:00:00 午後,27.727
11296,07/28/21 05:30:00 午後,27.727
11297,07/28/21 06:00:00 午後,27.727
11298,07/28/21 06:30:00 午後,27.85
11299,07/28/21 07:00:00 午後,27.949
11300,07/28/21 07:30:00 午後,27.998
11301,07/28/21 08:00:00 午後,27.924
11302,07/28/21 08:30:00 午後,27.875
11303,07/28/21 09:00:00 午後,27.825
11304,07/28/21 09:30:00 午後,27.776
11305,07/28/21 10:00:00 午後,27.776
11306,07/28/21 10:30:00 午後,27.702
11307,07/28/21 11:00:00 午後,27.579
11308,07/28/21 11:30:00 午後,27.481
11309,07/29/21 12:00:00 午前,27.481
11310,07/29/21 12:30:00 午前,27.481
11311,07/29/21 01:00:00 午前,27.481
11312,07/29/21 01:30:00 午前,27.505
11313,07/29/21 02:00:00 午前,27.382
11314,07/29/21 02:30:00 午前,27.161
11315,07/29/21 03:00:00 午前,27.014
11316,07/29/21 03:30:00 午前,26.989
11317,07/29/21 04:00:00 午前,27.112
11318,07/29/21 04:30:00 午前,27.21
11319,07/29/21 05:00:00 午前,27.259
11320,07/29/21 05:30:00 午前,27.333
11321,07/29/21 06:00:00 午前,27.333
11322,07/29/21 06:30:00 午前,27.358
11323,07/29/21 07:00:00 午前,27.382
11324,07/29/21 07:30:00 午前,27.358
11325,07/29/21 08:00:00 午前,27.235
11326,07/29/21 08:30:00 午前,27.259
11327,07/29/21 09:00:00 午前,27.284
11328,07/29/21 09:30:00 午前,27.284
11329,07/29/21 10:00:00 午前,27.235
11330,07/29/21 10:30:00 午前,27.136
11331,07/29/21 11:00:00 午前,27.136
11332,07/29/21 11:30:00 午前,27.235
11333,07/29/21 12:00:00 午後,27.284
11334,07/29/21 12:30:00 午後,27.333
11335,07/29/21 01:00:00 午後,27.21
11336,07/29/21 01:30:00 午後,27.308
11337,07/29/21 02:00:00 午後,27.382
11338,07/29/21 02:30:00 午後,27.481
11339,07/29/21 03:00:00 午後,27.653
11340,07/29/21 03:30:00 午後,27.899
11341,07/29/21 04:00:00 午後,28.147
11342,07/29/21 04:30:00 午後,28.196
11343,07/29/21 05:00:00 午後,28.171
11344,07/29/21 05:30:00 午後,28.196
11345,07/29/21 06:00:00 午後,28.147
11346,07/29/21 06:30:00 午後,28.196
11347,07/29/21 07:00:00 午後,28.32
11348,07/29/21 07:30:00 午後,28.072
11349,07/29/21 08:00:00 午後,27.924
11350,07/29/21 08:30:00 午後,27.677
11351,07/29/21 09:00:00 午後,27.677
11352,07/29/21 09:30:00 午後,27.653
11353,07/29/21 10:00:00 午後,27.628
11354,07/29/21 10:30:00 午後,27.554
11355,07/29/21 11:00:00 午後,27.431
11356,07/29/21 11:30:00 午後,27.259
11357,07/30/21 12:00:00 午前,27.235
11358,07/30/21 12:30:00 午前,27.235
11359,07/30/21 01:00:00 午前,27.136
11360,07/30/21 01:30:00 午前,27.087
11361,07/30/21 02:00:00 午前,27.063
11362,07/30/21 02:30:00 午前,27.038
11363,07/30/21 03:00:00 午前,27.063
11364,07/30/21 03:30:00 午前,27.087
11365,07/30/21 04:00:00 午前,27.087
11366,07/30/21 04:30:00 午前,27.087
11367,07/30/21 05:00:00 午前,27.161
11368,07/30/21 05:30:00 午前,27.284
11369,07/30/21 06:00:00 午前,27.308
11370,07/30/21 06:30:00 午前,27.358
11371,07/30/21 07:00:00 午前,27.382
11372,07/30/21 07:30:00 午前,27.505
11373,07/30/21 08:00:00 午前,27.579
11374,07/30/21 08:30:00 午前,27.259
11375,07/30/21 09:00:00 午前,27.186
11376,07/30/21 09:30:00 午前,27.186
11377,07/30/21 10:00:00 午前,27.186
11378,07/30/21 10:30:00 午前,27.161
11379,07/30/21 11:00:00 午前,27.235
11380,07/30/21 11:30:00 午前,27.259
11381,07/30/21 12:00:00 午後,27.358
11382,07/30/21 12:30:00 午後,27.382
11383,07/30/21 01:00:00 午後,27.456
11384,07/30/21 01:30:00 午後,27.579
11385,07/30/21 02:00:00 午後,27.628
11386,07/30/21 02:30:00 午後,27.85
11387,07/30/21 03:00:00 午後,28.048
11388,07/30/21 03:30:00 午後,28.221
11389,07/30/21 04:00:00 午後,28.221
11390,07/30/21 04:30:00 午後,28.196
11391,07/30/21 05:00:00 午後,28.27
11392,07/30/21 05:30:00 午後,28.27
11393,07/30/21 06:00:00 午後,28.295
11394,07/30/21 06:30:00 午後,28.369
11395,07/30/21 07:00:00 午後,28.493
11396,07/30/21 07:30:00 午後,28.444
11397,07/30/21 08:00:00 午後,28.048
11398,07/30/21 08:30:00 午後,27.998
11399,07/30/21 09:00:00 午後,27.998
11400,07/30/21 09:30:00 午後,28.023
11401,07/30/21 10:00:00 午後,27.974
11402,07/30/21 10:30:00 午後,27.949
11403,07/30/21 11:00:00 午後,27.974
11404,07/30/21 11:30:00 午後,27.974
11405,07/31/21 12:00:00 午前,27.924
11406,07/31/21 12:30:00 午前,27.875
11407,07/31/21 01:00:00 午前,27.751
11408,07/31/21 01:30:00 午前,27.702
11409,07/31/21 02:00:00 午前,27.653
11410,07/31/21 02:30:00 午前,27.382
11411,07/31/21 03:00:00 午前,27.358
11412,07/31/21 03:30:00 午前,27.358
11413,07/31/21 04:00:00 午前,27.481
11414,07/31/21 04:30:00 午前,27.53
11415,07/31/21 05:00:00 午前,27.579
11416,07/31/21 05:30:00 午前,27.579
11417,07/31/21 06:00:00 午前,27.579
11418,07/31/21 06:30:00 午前,27.702
11419,07/31/21 07:00:00 午前,27.801
11420,07/31/21 07:30:00 午前,27.776
11421,07/31/21 08:00:00 午前,27.924
11422,07/31/21 08:30:00 午前,28.023
11423,07/31/21 09:00:00 午前,28.097
11424,07/31/21 09:30:00 午前,27.85
11425,07/31/21 10:00:00 午前,27.677
11426,07/31/21 10:30:00 午前,27.604
11427,07/31/21 11:00:00 午前,27.554
11428,07/31/21 11:30:00 午前,27.677
11429,07/31/21 12:00:00 午後,27.924
11430,07/31/21 12:30:00 午後,28.072
11431,07/31/21 01:00:00 午後,28.072
11432,07/31/21 01:30:00 午後,28.196
11433,07/31/21 02:00:00 午後,27.998
11434,07/31/21 02:30:00 午後,27.949
11435,07/31/21 03:00:00 午後,27.924
11436,07/31/21 03:30:00 午後,28.023
11437,07/31/21 04:00:00 午後,28.048
11438,07/31/21 04:30:00 午後,28.122
11439,07/31/21 05:00:00 午後,28.27
11440,07/31/21 05:30:00 午後,28.369
11441,07/31/21 06:00:00 午後,28.369
11442,07/31/21 06:30:00 午後,28.245
11443,07/31/21 07:00:00 午後,28.369
11444,07/31/21 07:30:00 午後,28.493
11445,07/31/21 08:00:00 午後,28.394
11446,07/31/21 08:30:00 午後,28.295
11447,07/31/21 09:00:00 午後,28.245
11448,07/31/21 09:30:00 午後,28.221
11449,07/31/21 10:00:00 午後,28.221
11450,07/31/21 10:30:00 午後,28.221
11451,07/31/21 11:00:00 午後,28.171
11452,07/31/21 11:30:00 午後,28.171
11453,08/01/21 12:00:00 午前,28.122
11454,08/01/21 12:30:00 午前,28.048
11455,08/01/21 01:00:00 午前,27.998
11456,08/01/21 01:30:00 午前,27.974
11457,08/01/21 02:00:00 午前,27.875
11458,08/01/21 02:30:00 午前,27.776
11459,08/01/21 03:00:00 午前,27.727
11460,08/01/21 03:30:00 午前,27.579
11461,08/01/21 04:00:00 午前,27.456
11462,08/01/21 04:30:00 午前,27.431
11463,08/01/21 05:00:00 午前,27.407
11464,08/01/21 05:30:00 午前,27.407
11465,08/01/21 06:00:00 午前,27.407
11466,08/01/21 06:30:00 午前,27.481
11467,08/01/21 07:00:00 午前,27.702
11468,08/01/21 07:30:00 午前,27.801
11469,08/01/21 08:00:00 午前,27.776
11470,08/01/21 08:30:00 午前,27.801
11471,08/01/21 09:00:00 午前,27.85
11472,08/01/21 09:30:00 午前,27.924
11473,08/01/21 10:00:00 午前,27.949
11474,08/01/21 10:30:00 午前,27.998
11475,08/01/21 11:00:00 午前,28.072
11476,08/01/21 11:30:00 午前,28.171
11477,08/01/21 12:00:00 午後,28.147
11478,08/01/21 12:30:00 午後,28.171
11479,08/01/21 01:00:00 午後,28.122
11480,08/01/21 01:30:00 午後,28.097
11481,08/01/21 02:00:00 午後,28.147
11482,08/01/21 02:30:00 午後,28.27
11483,08/01/21 03:00:00 午後,28.221
11484,08/01/21 03:30:00 午後,28.097
11485,08/01/21 04:00:00 午後,28.122
11486,08/01/21 04:30:00 午後,28.122
11487,08/01/21 05:00:00 午後,28.122
11488,08/01/21 05:30:00 午後,28.097
11489,08/01/21 06:00:00 午後,28.097
11490,08/01/21 06:30:00 午後,28.072
11491,08/01/21 07:00:00 午後,28.072
11492,08/01/21 07:30:00 午後,28.147
11493,08/01/21 08:00:00 午後,28.245
11494,08/01/21 08:30:00 午後,28.345
11495,08/01/21 09:00:00 午後,28.32
11496,08/01/21 09:30:00 午後,28.221
11497,08/01/21 10:00:00 午後,28.221
11498,08/01/21 10:30:00 午後,28.196
11499,08/01/21 11:00:00 午後,28.171
11500,08/01/21 11:30:00 午後,28.171
11501,08/02/21 12:00:00 午前,28.171
11502,08/02/21 12:30:00 午前,28.171
11503,08/02/21 01:00:00 午前,28.147
11504,08/02/21 01:30:00 午前,28.122
11505,08/02/21 02:00:00 午前,28.072
11506,08/02/21 02:30:00 午前,28.072
11507,08/02/21 03:00:00 午前,27.998
11508,08/02/21 03:30:00 午前,27.924
11509,08/02/21 04:00:00 午前,27.776
11510,08/02/21 04:30:00 午前,27.751
11511,08/02/21 05:00:00 午前,27.751
11512,08/02/21 05:30:00 午前,27.776
11513,08/02/21 06:00:00 午前,27.801
11514,08/02/21 06:30:00 午前,27.801
11515,08/02/21 07:00:00 午前,27.825
11516,08/02/21 07:30:00 午前,27.825
11517,08/02/21 08:00:00 午前,27.825
11518,08/02/21 08:30:00 午前,27.85
11519,08/02/21 09:00:00 午前,27.924
11520,08/02/21 09:30:00 午前,27.974
11521,08/02/21 10:00:00 午前,28.023
11522,08/02/21 10:30:00 午前,28.048
11523,08/02/21 11:00:00 午前,28.122
11524,08/02/21 11:30:00 午前,28.221
11525,08/02/21 12:00:00 午後,28.27
11526,08/02/21 12:30:00 午後,28.32
11527,08/02/21 01:00:00 午後,28.369
11528,08/02/21 01:30:00 午後,28.444
11529,08/02/21 02:00:00 午後,28.468
11530,08/02/21 02:30:00 午後,28.518
11531,08/02/21 03:00:00 午後,28.543
11532,08/02/21 03:30:00 午後,28.543
11533,08/02/21 04:00:00 午後,28.568
11534,08/02/21 04:30:00 午後,28.568
11535,08/02/21 05:00:00 午後,28.518
11536,08/02/21 05:30:00 午後,28.493
11537,08/02/21 06:00:00 午後,28.493
11538,08/02/21 06:30:00 午後,28.493
11539,08/02/21 07:00:00 午後,28.518
11540,08/02/21 07:30:00 午後,28.617
11541,08/02/21 08:00:00 午後,28.766
11542,08/02/21 08:30:00 午後,28.717
11543,08/02/21 09:00:00 午後,28.642
11544,08/02/21 09:30:00 午後,28.617
11545,08/02/21 10:00:00 午後,28.667
11546,08/02/21 10:30:00 午後,28.617
11547,08/02/21 11:00:00 午後,28.468
11548,08/02/21 11:30:00 午後,28.444
11549,08/03/21 12:00:00 午前,28.419
11550,08/03/21 12:30:00 午前,28.394
11551,08/03/21 01:00:00 午前,28.345
11552,08/03/21 01:30:00 午前,28.32
11553,08/03/21 02:00:00 午前,28.245
11554,08/03/21 02:30:00 午前,28.245
11555,08/03/21 03:00:00 午前,28.196
11556,08/03/21 03:30:00 午前,28.147
11557,08/03/21 04:00:00 午前,28.048
11558,08/03/21 04:30:00 午前,28.023
11559,08/03/21 05:00:00 午前,28.023
11560,08/03/21 05:30:00 午前,28.023
11561,08/03/21 06:00:00 午前,27.974
11562,08/03/21 06:30:00 午前,27.85
11563,08/03/21 07:00:00 午前,27.825
11564,08/03/21 07:30:00 午前,27.702
11565,08/03/21 08:00:00 午前,27.677
11566,08/03/21 08:30:00 午前,27.677
11567,08/03/21 09:00:00 午前,27.751
11568,08/03/21 09:30:00 午前,27.801
11569,08/03/21 10:00:00 午前,27.875
11570,08/03/21 10:30:00 午前,28.023
11571,08/03/21 11:00:00 午前,28.048
11572,08/03/21 11:30:00 午前,28.122
11573,08/03/21 12:00:00 午後,28.221
11574,08/03/21 12:30:00 午後,28.369
11575,08/03/21 01:00:00 午後,28.468
11576,08/03/21 01:30:00 午後,28.493
11577,08/03/21 02:00:00 午後,28.518
11578,08/03/21 02:30:00 午後,28.468
11579,08/03/21 03:00:00 午後,28.617
11580,08/03/21 03:30:00 午後,28.568
11581,08/03/21 04:00:00 午後,28.518
