プロット タイトル: site21_spot013_2023,,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 20054305, SEN S/N: 20054305, LBL: ℃)",カプラー取り外し (LGR S/N: 20054305),カプラー取り付け (LGR S/N: 20054305),ホスト接続 (LGR S/N: 20054305),停止済み (LGR S/N: 20054305),ファイルの終わり (LGR S/N: 20054305)
2605,03/28/23 10:00:00 午後,18.081,,,,,
2606,03/28/23 11:00:00 午後,18.081,,,,,
2607,03/29/23 12:00:00 午前,18.057,,,,,
2608,03/29/23 01:00:00 午前,17.891,,,,,
2609,03/29/23 02:00:00 午前,17.843,,,,,
2610,03/29/23 03:00:00 午前,17.819,,,,,
2611,03/29/23 04:00:00 午前,17.867,,,,,
2612,03/29/23 05:00:00 午前,17.915,,,,,
2613,03/29/23 06:00:00 午前,17.748,,,,,
2614,03/29/23 07:00:00 午前,17.701,,,,,
2615,03/29/23 08:00:00 午前,17.796,,,,,
2616,03/29/23 09:00:00 午前,17.915,,,,,
2617,03/29/23 10:00:00 午前,17.938,,,,,
2618,03/29/23 11:00:00 午前,17.962,,,,,
2619,03/29/23 12:00:00 午後,17.986,,,,,
2620,03/29/23 01:00:00 午後,18.033,,,,,
2621,03/29/23 02:00:00 午後,18.129,,,,,
2622,03/29/23 03:00:00 午後,18.224,,,,,
2623,03/29/23 04:00:00 午後,18.319,,,,,
2624,03/29/23 05:00:00 午後,18.343,,,,,
2625,03/29/23 06:00:00 午後,18.319,,,,,
2626,03/29/23 07:00:00 午後,17.962,,,,,
2627,03/29/23 08:00:00 午後,17.891,,,,,
2628,03/29/23 09:00:00 午後,17.891,,,,,
2629,03/29/23 10:00:00 午後,17.915,,,,,
2630,03/29/23 11:00:00 午後,17.938,,,,,
2631,03/30/23 12:00:00 午前,18.01,,,,,
2632,03/30/23 01:00:00 午前,18.057,,,,,
2633,03/30/23 02:00:00 午前,18.033,,,,,
2634,03/30/23 03:00:00 午前,17.915,,,,,
2635,03/30/23 04:00:00 午前,17.819,,,,,
2636,03/30/23 05:00:00 午前,17.867,,,,,
2637,03/30/23 06:00:00 午前,17.843,,,,,
2638,03/30/23 07:00:00 午前,17.843,,,,,
2639,03/30/23 08:00:00 午前,17.843,,,,,
2640,03/30/23 09:00:00 午前,17.796,,,,,
2641,03/30/23 10:00:00 午前,17.867,,,,,
2642,03/30/23 11:00:00 午前,18.01,,,,,
2643,03/30/23 12:00:00 午後,17.986,,,,,
2644,03/30/23 01:00:00 午後,17.986,,,,,
2645,03/30/23 02:00:00 午後,18.057,,,,,
2646,03/30/23 03:00:00 午後,18.081,,,,,
2647,03/30/23 04:00:00 午後,18.105,,,,,
2648,03/30/23 05:00:00 午後,18.176,,,,,
2649,03/30/23 06:00:00 午後,18.176,,,,,
2650,03/30/23 07:00:00 午後,18.057,,,,,
2651,03/30/23 08:00:00 午後,17.915,,,,,
2652,03/30/23 09:00:00 午後,17.867,,,,,
2653,03/30/23 10:00:00 午後,17.891,,,,,
2654,03/30/23 11:00:00 午後,17.962,,,,,
2655,03/31/23 12:00:00 午前,17.986,,,,,
2656,03/31/23 01:00:00 午前,18.033,,,,,
2657,03/31/23 02:00:00 午前,17.915,,,,,
2658,03/31/23 03:00:00 午前,17.843,,,,,
2659,03/31/23 04:00:00 午前,17.819,,,,,
2660,03/31/23 05:00:00 午前,17.843,,,,,
2661,03/31/23 06:00:00 午前,17.867,,,,,
2662,03/31/23 07:00:00 午前,17.867,,,,,
2663,03/31/23 08:00:00 午前,17.915,,,,,
2664,03/31/23 09:00:00 午前,17.891,,,,,
2665,03/31/23 10:00:00 午前,17.915,,,,,
2666,03/31/23 11:00:00 午前,17.962,,,,,
2667,03/31/23 12:00:00 午後,17.986,,,,,
2668,03/31/23 01:00:00 午後,17.986,,,,,
2669,03/31/23 02:00:00 午後,17.986,,,,,
2670,03/31/23 03:00:00 午後,18.01,,,,,
2671,03/31/23 04:00:00 午後,18.033,,,,,
2672,03/31/23 05:00:00 午後,17.986,,,,,
2673,03/31/23 06:00:00 午後,18.01,,,,,
2674,03/31/23 07:00:00 午後,17.986,,,,,
2675,03/31/23 08:00:00 午後,17.938,,,,,
2676,03/31/23 09:00:00 午後,17.915,,,,,
2677,03/31/23 10:00:00 午後,17.891,,,,,
2678,03/31/23 11:00:00 午後,17.891,,,,,
2679,04/01/23 12:00:00 午前,17.843,,,,,
2680,04/01/23 01:00:00 午前,17.843,,,,,
2681,04/01/23 02:00:00 午前,17.724,,,,,
2682,04/01/23 03:00:00 午前,17.653,,,,,
2683,04/01/23 04:00:00 午前,17.677,,,,,
2684,04/01/23 05:00:00 午前,17.653,,,,,
2685,04/01/23 06:00:00 午前,17.653,,,,,
2686,04/01/23 07:00:00 午前,17.724,,,,,
2687,04/01/23 08:00:00 午前,17.724,,,,,
2688,04/01/23 09:00:00 午前,17.772,,,,,
2689,04/01/23 10:00:00 午前,17.938,,,,,
2690,04/01/23 11:00:00 午前,18.01,,,,,
2691,04/01/23 12:00:00 午後,18.01,,,,,
2692,04/01/23 01:00:00 午後,17.986,,,,,
2693,04/01/23 02:00:00 午後,17.986,,,,,
2694,04/01/23 03:00:00 午後,17.986,,,,,
2695,04/01/23 04:00:00 午後,18.033,,,,,
2696,04/01/23 05:00:00 午後,18.129,,,,,
2697,04/01/23 06:00:00 午後,18.224,,,,,
2698,04/01/23 07:00:00 午後,18.057,,,,,
2699,04/01/23 08:00:00 午後,17.938,,,,,
2700,04/01/23 09:00:00 午後,17.867,,,,,
2701,04/01/23 10:00:00 午後,17.867,,,,,
2702,04/01/23 11:00:00 午後,17.915,,,,,
2703,04/02/23 12:00:00 午前,17.986,,,,,
2704,04/02/23 01:00:00 午前,18.033,,,,,
2705,04/02/23 02:00:00 午前,17.962,,,,,
2706,04/02/23 03:00:00 午前,17.915,,,,,
2707,04/02/23 04:00:00 午前,17.938,,,,,
2708,04/02/23 05:00:00 午前,17.915,,,,,
2709,04/02/23 06:00:00 午前,17.891,,,,,
2710,04/02/23 07:00:00 午前,17.915,,,,,
2711,04/02/23 08:00:00 午前,17.962,,,,,
2712,04/02/23 09:00:00 午前,18.033,,,,,
2713,04/02/23 10:00:00 午前,18.081,,,,,
2714,04/02/23 11:00:00 午前,18.105,,,,,
2715,04/02/23 12:00:00 午後,18.105,,,,,
2716,04/02/23 01:00:00 午後,18.081,,,,,
2717,04/02/23 02:00:00 午後,18.081,,,,,
2718,04/02/23 03:00:00 午後,18.081,,,,,
2719,04/02/23 04:00:00 午後,18.01,,,,,
2720,04/02/23 05:00:00 午後,18.057,,,,,
2721,04/02/23 06:00:00 午後,18.105,,,,,
2722,04/02/23 07:00:00 午後,18.01,,,,,
2723,04/02/23 08:00:00 午後,17.938,,,,,
2724,04/02/23 09:00:00 午後,17.962,,,,,
2725,04/02/23 10:00:00 午後,17.938,,,,,
2726,04/02/23 11:00:00 午後,17.962,,,,,
2727,04/03/23 12:00:00 午前,17.938,,,,,
2728,04/03/23 01:00:00 午前,17.962,,,,,
2729,04/03/23 02:00:00 午前,17.938,,,,,
2730,04/03/23 03:00:00 午前,17.915,,,,,
2731,04/03/23 04:00:00 午前,17.867,,,,,
2732,04/03/23 05:00:00 午前,17.915,,,,,
2733,04/03/23 06:00:00 午前,17.891,,,,,
2734,04/03/23 07:00:00 午前,17.843,,,,,
2735,04/03/23 08:00:00 午前,17.867,,,,,
2736,04/03/23 09:00:00 午前,17.891,,,,,
2737,04/03/23 10:00:00 午前,17.938,,,,,
2738,04/03/23 11:00:00 午前,17.962,,,,,
2739,04/03/23 12:00:00 午後,18.01,,,,,
2740,04/03/23 01:00:00 午後,18.081,,,,,
2741,04/03/23 02:00:00 午後,18.152,,,,,
2742,04/03/23 03:00:00 午後,18.105,,,,,
2743,04/03/23 04:00:00 午後,18.081,,,,,
2744,04/03/23 05:00:00 午後,18.081,,,,,
2745,04/03/23 06:00:00 午後,18.081,,,,,
2746,04/03/23 07:00:00 午後,18.105,,,,,
2747,04/03/23 08:00:00 午後,18.224,,,,,
2748,04/03/23 09:00:00 午後,18.129,,,,,
2749,04/03/23 10:00:00 午後,18.152,,,,,
2750,04/03/23 11:00:00 午後,18.152,,,,,
2751,04/04/23 12:00:00 午前,18.247,,,,,
2752,04/04/23 01:00:00 午前,18.081,,,,,
2753,04/04/23 02:00:00 午前,18.129,,,,,
2754,04/04/23 03:00:00 午前,18.057,,,,,
2755,04/04/23 04:00:00 午前,18.033,,,,,
2756,04/04/23 05:00:00 午前,17.962,,,,,
2757,04/04/23 06:00:00 午前,18.033,,,,,
2758,04/04/23 07:00:00 午前,17.938,,,,,
2759,04/04/23 08:00:00 午前,17.938,,,,,
2760,04/04/23 09:00:00 午前,17.938,,,,,
2761,04/04/23 10:00:00 午前,18.033,,,,,
2762,04/04/23 11:00:00 午前,18.2,,,,,
2763,04/04/23 12:00:00 午後,18.295,,,,,
2764,04/04/23 01:00:00 午後,18.319,,,,,
2765,04/04/23 02:00:00 午後,18.295,,,,,
2766,04/04/23 03:00:00 午後,18.319,,,,,
2767,04/04/23 04:00:00 午後,18.414,,,,,
2768,04/04/23 05:00:00 午後,18.485,,,,,
2769,04/04/23 06:00:00 午後,18.533,,,,,
2770,04/04/23 07:00:00 午後,18.533,,,,,
2771,04/04/23 08:00:00 午後,18.533,,,,,
2772,04/04/23 09:00:00 午後,18.509,,,,,
2773,04/04/23 10:00:00 午後,18.485,,,,,
2774,04/04/23 11:00:00 午後,18.533,,,,,
2775,04/05/23 12:00:00 午前,18.461,,,,,
2776,04/05/23 01:00:00 午前,18.366,,,,,
2777,04/05/23 02:00:00 午前,18.295,,,,,
2778,04/05/23 03:00:00 午前,18.295,,,,,
2779,04/05/23 04:00:00 午前,18.247,,,,,
2780,04/05/23 05:00:00 午前,18.129,,,,,
2781,04/05/23 06:00:00 午前,18.152,,,,,
2782,04/05/23 07:00:00 午前,18.224,,,,,
2783,04/05/23 08:00:00 午前,18.247,,,,,
2784,04/05/23 09:00:00 午前,18.224,,,,,
2785,04/05/23 10:00:00 午前,18.295,,,,,
2786,04/05/23 11:00:00 午前,18.271,,,,,
2787,04/05/23 12:00:00 午後,18.319,,,,,
2788,04/05/23 01:00:00 午後,18.39,,,,,
2789,04/05/23 02:00:00 午後,18.414,,,,,
2790,04/05/23 03:00:00 午後,18.485,,,,,
2791,04/05/23 04:00:00 午後,18.485,,,,,
2792,04/05/23 05:00:00 午後,18.509,,,,,
2793,04/05/23 06:00:00 午後,18.509,,,,,
2794,04/05/23 07:00:00 午後,18.509,,,,,
2795,04/05/23 08:00:00 午後,18.485,,,,,
2796,04/05/23 09:00:00 午後,18.533,,,,,
2797,04/05/23 10:00:00 午後,18.509,,,,,
2798,04/05/23 11:00:00 午後,18.509,,,,,
2799,04/06/23 12:00:00 午前,18.509,,,,,
2800,04/06/23 01:00:00 午前,18.509,,,,,
2801,04/06/23 02:00:00 午前,18.485,,,,,
2802,04/06/23 03:00:00 午前,18.485,,,,,
2803,04/06/23 04:00:00 午前,18.461,,,,,
2804,04/06/23 05:00:00 午前,18.438,,,,,
2805,04/06/23 06:00:00 午前,18.438,,,,,
2806,04/06/23 07:00:00 午前,18.438,,,,,
2807,04/06/23 08:00:00 午前,18.414,,,,,
2808,04/06/23 09:00:00 午前,18.414,,,,,
2809,04/06/23 10:00:00 午前,18.414,,,,,
2810,04/06/23 11:00:00 午前,18.461,,,,,
2811,04/06/23 12:00:00 午後,18.485,,,,,
2812,04/06/23 01:00:00 午後,18.533,,,,,
2813,04/06/23 02:00:00 午後,18.533,,,,,
2814,04/06/23 03:00:00 午後,18.509,,,,,
2815,04/06/23 04:00:00 午後,18.557,,,,,
2816,04/06/23 05:00:00 午後,18.557,,,,,
2817,04/06/23 06:00:00 午後,18.557,,,,,
2818,04/06/23 07:00:00 午後,18.557,,,,,
2819,04/06/23 08:00:00 午後,18.557,,,,,
2820,04/06/23 09:00:00 午後,18.557,,,,,
2821,04/06/23 10:00:00 午後,18.58,,,,,
2822,04/06/23 11:00:00 午後,18.58,,,,,
2823,04/07/23 12:00:00 午前,18.557,,,,,
2824,04/07/23 01:00:00 午前,18.557,,,,,
2825,04/07/23 02:00:00 午前,18.58,,,,,
2826,04/07/23 03:00:00 午前,18.58,,,,,
2827,04/07/23 04:00:00 午前,18.58,,,,,
2828,04/07/23 05:00:00 午前,18.58,,,,,
2829,04/07/23 06:00:00 午前,18.58,,,,,
2830,04/07/23 07:00:00 午前,18.58,,,,,
2831,04/07/23 08:00:00 午前,18.58,,,,,
2832,04/07/23 09:00:00 午前,18.58,,,,,
2833,04/07/23 10:00:00 午前,18.58,,,,,
2834,04/07/23 11:00:00 午前,18.604,,,,,
2835,04/07/23 12:00:00 午後,18.604,,,,,
2836,04/07/23 01:00:00 午後,18.604,,,,,
2837,04/07/23 02:00:00 午後,18.604,,,,,
2838,04/07/23 03:00:00 午後,18.604,,,,,
2839,04/07/23 04:00:00 午後,18.604,,,,,
2840,04/07/23 05:00:00 午後,18.604,,,,,
2841,04/07/23 06:00:00 午後,18.58,,,,,
2842,04/07/23 07:00:00 午後,18.557,,,,,
2843,04/07/23 08:00:00 午後,18.533,,,,,
2844,04/07/23 09:00:00 午後,18.509,,,,,
2845,04/07/23 10:00:00 午後,18.485,,,,,
2846,04/07/23 11:00:00 午後,18.485,,,,,
2847,04/08/23 12:00:00 午前,18.485,,,,,
2848,04/08/23 01:00:00 午前,18.414,,,,,
2849,04/08/23 02:00:00 午前,18.438,,,,,
2850,04/08/23 03:00:00 午前,18.438,,,,,
2851,04/08/23 04:00:00 午前,18.414,,,,,
2852,04/08/23 05:00:00 午前,18.39,,,,,
2853,04/08/23 06:00:00 午前,18.295,,,,,
2854,04/08/23 07:00:00 午前,18.224,,,,,
2855,04/08/23 08:00:00 午前,18.176,,,,,
2856,04/08/23 09:00:00 午前,18.247,,,,,
2857,04/08/23 10:00:00 午前,18.247,,,,,
2858,04/08/23 11:00:00 午前,18.295,,,,,
2859,04/08/23 12:00:00 午後,18.319,,,,,
2860,04/08/23 01:00:00 午後,18.414,,,,,
2861,04/08/23 02:00:00 午後,18.485,,,,,
2862,04/08/23 03:00:00 午後,18.033,,,,,
2863,04/08/23 04:00:00 午後,17.724,,,,,
2864,04/08/23 05:00:00 午後,17.368,,,,,
2865,04/08/23 06:00:00 午後,17.153,,,,,
2866,04/08/23 07:00:00 午後,17.344,,,,,
2867,04/08/23 08:00:00 午後,17.486,,,,,
2868,04/08/23 09:00:00 午後,17.201,,,,,
2869,04/08/23 10:00:00 午後,17.32,,,,,
2870,04/08/23 11:00:00 午後,17.344,,,,,
2871,04/09/23 12:00:00 午前,17.201,,,,,
2872,04/09/23 01:00:00 午前,17.201,,,,,
2873,04/09/23 02:00:00 午前,17.13,,,,,
2874,04/09/23 03:00:00 午前,17.106,,,,,
2875,04/09/23 04:00:00 午前,17.058,,,,,
2876,04/09/23 05:00:00 午前,17.011,,,,,
2877,04/09/23 06:00:00 午前,16.987,,,,,
2878,04/09/23 07:00:00 午前,16.987,,,,,
2879,04/09/23 08:00:00 午前,16.963,,,,,
2880,04/09/23 09:00:00 午前,17.034,,,,,
2881,04/09/23 10:00:00 午前,17.034,,,,,
2882,04/09/23 11:00:00 午前,17.106,,,,,
2883,04/09/23 12:00:00 午後,17.177,,,,,
2884,04/09/23 01:00:00 午後,17.201,,,,,
2885,04/09/23 02:00:00 午後,17.201,,,,,
2886,04/09/23 03:00:00 午後,17.153,,,,,
2887,04/09/23 04:00:00 午後,17.13,,,,,
2888,04/09/23 05:00:00 午後,17.082,,,,,
2889,04/09/23 06:00:00 午後,17.034,,,,,
2890,04/09/23 07:00:00 午後,16.987,,,,,
2891,04/09/23 08:00:00 午後,16.963,,,,,
2892,04/09/23 09:00:00 午後,16.963,,,,,
2893,04/09/23 10:00:00 午後,16.749,,,,,
2894,04/09/23 11:00:00 午後,16.749,,,,,
2895,04/10/23 12:00:00 午前,16.796,,,,,
2896,04/10/23 01:00:00 午前,16.82,,,,,
2897,04/10/23 02:00:00 午前,16.82,,,,,
2898,04/10/23 03:00:00 午前,16.868,,,,,
2899,04/10/23 04:00:00 午前,16.892,,,,,
2900,04/10/23 05:00:00 午前,16.963,,,,,
2901,04/10/23 06:00:00 午前,16.939,,,,,
2902,04/10/23 07:00:00 午前,16.868,,,,,
2903,04/10/23 08:00:00 午前,16.892,,,,,
2904,04/10/23 09:00:00 午前,16.939,,,,,
2905,04/10/23 10:00:00 午前,16.963,,,,,
2906,04/10/23 11:00:00 午前,17.082,,,,,
2907,04/10/23 12:00:00 午後,17.249,,,,,
2908,04/10/23 01:00:00 午後,17.272,,,,,
2909,04/10/23 02:00:00 午後,17.344,,,,,
2910,04/10/23 03:00:00 午後,17.368,,,,,
2911,04/10/23 04:00:00 午後,17.463,,,,,
2912,04/10/23 05:00:00 午後,17.486,,,,,
2913,04/10/23 06:00:00 午後,17.534,,,,,
2914,04/10/23 07:00:00 午後,17.629,,,,,
2915,04/10/23 08:00:00 午後,17.605,,,,,
2916,04/10/23 09:00:00 午後,17.558,,,,,
2917,04/10/23 10:00:00 午後,17.534,,,,,
2918,04/10/23 11:00:00 午後,17.534,,,,,
2919,04/11/23 12:00:00 午前,17.534,,,,,
2920,04/11/23 01:00:00 午前,17.51,,,,,
2921,04/11/23 02:00:00 午前,17.391,,,,,
2922,04/11/23 03:00:00 午前,17.391,,,,,
2923,04/11/23 04:00:00 午前,17.439,,,,,
2924,04/11/23 05:00:00 午前,17.486,,,,,
2925,04/11/23 06:00:00 午前,17.463,,,,,
2926,04/11/23 07:00:00 午前,17.391,,,,,
2927,04/11/23 08:00:00 午前,17.439,,,,,
2928,04/11/23 09:00:00 午前,17.51,,,,,
2929,04/11/23 10:00:00 午前,17.582,,,,,
2930,04/11/23 11:00:00 午前,17.653,,,,,
2931,04/11/23 12:00:00 午後,17.748,,,,,
2932,04/11/23 01:00:00 午後,17.772,,,,,
2933,04/11/23 02:00:00 午後,17.796,,,,,
2934,04/11/23 03:00:00 午後,17.748,,,,,
2935,04/11/23 04:00:00 午後,17.724,,,,,
2936,04/11/23 05:00:00 午後,17.701,,,,,
2937,04/11/23 06:00:00 午後,17.653,,,,,
2938,04/11/23 07:00:00 午後,17.677,,,,,
2939,04/11/23 08:00:00 午後,17.724,,,,,
2940,04/11/23 09:00:00 午後,17.724,,,,,
2941,04/11/23 10:00:00 午後,17.748,,,,,
2942,04/11/23 11:00:00 午後,17.819,,,,,
2943,04/12/23 12:00:00 午前,17.938,,,,,
2944,04/12/23 01:00:00 午前,17.915,,,,,
2945,04/12/23 02:00:00 午前,17.915,,,,,
2946,04/12/23 03:00:00 午前,17.843,,,,,
2947,04/12/23 04:00:00 午前,17.772,,,,,
2948,04/12/23 05:00:00 午前,17.605,,,,,
2949,04/12/23 06:00:00 午前,17.582,,,,,
2950,04/12/23 07:00:00 午前,17.534,,,,,
2951,04/12/23 08:00:00 午前,17.605,,,,,
2952,04/12/23 09:00:00 午前,17.772,,,,,
2953,04/12/23 10:00:00 午前,17.677,,,,,
2954,04/12/23 11:00:00 午前,17.772,,,,,
2955,04/12/23 12:00:00 午後,17.915,,,,,
2956,04/12/23 01:00:00 午後,17.915,,,,,
2957,04/12/23 02:00:00 午後,17.819,,,,,
2958,04/12/23 03:00:00 午後,17.843,,,,,
2959,04/12/23 04:00:00 午後,17.867,,,,,
2960,04/12/23 05:00:00 午後,17.534,,,,,
2961,04/12/23 06:00:00 午後,17.486,,,,,
2962,04/12/23 07:00:00 午後,17.486,,,,,
2963,04/12/23 08:00:00 午後,17.486,,,,,
2964,04/12/23 09:00:00 午後,17.534,,,,,
2965,04/12/23 10:00:00 午後,17.653,,,,,
2966,04/12/23 11:00:00 午後,17.748,,,,,
2967,04/13/23 12:00:00 午前,17.772,,,,,
2968,04/13/23 01:00:00 午前,17.629,,,,,
2969,04/13/23 02:00:00 午前,17.605,,,,,
2970,04/13/23 03:00:00 午前,17.582,,,,,
2971,04/13/23 04:00:00 午前,17.582,,,,,
2972,04/13/23 05:00:00 午前,17.463,,,,,
2973,04/13/23 06:00:00 午前,17.391,,,,,
2974,04/13/23 07:00:00 午前,17.368,,,,,
2975,04/13/23 08:00:00 午前,17.415,,,,,
2976,04/13/23 09:00:00 午前,17.534,,,,,
2977,04/13/23 10:00:00 午前,17.51,,,,,
2978,04/13/23 11:00:00 午前,17.534,,,,,
2979,04/13/23 12:00:00 午後,17.558,,,,,
2980,04/13/23 01:00:00 午後,17.629,,,,,
2981,04/13/23 02:00:00 午後,17.867,,,,,
2982,04/13/23 03:00:00 午後,17.867,,,,,
2983,04/13/23 04:00:00 午後,17.796,,,,,
2984,04/13/23 05:00:00 午後,17.653,,,,,
2985,04/13/23 06:00:00 午後,17.819,,,,,
2986,04/13/23 07:00:00 午後,17.962,,,,,
2987,04/13/23 08:00:00 午後,18.01,,,,,
2988,04/13/23 09:00:00 午後,17.986,,,,,
2989,04/13/23 10:00:00 午後,18.01,,,,,
2990,04/13/23 11:00:00 午後,18.01,,,,,
2991,04/14/23 12:00:00 午前,17.986,,,,,
2992,04/14/23 01:00:00 午前,17.867,,,,,
2993,04/14/23 02:00:00 午前,17.796,,,,,
2994,04/14/23 03:00:00 午前,17.796,,,,,
2995,04/14/23 04:00:00 午前,17.772,,,,,
2996,04/14/23 05:00:00 午前,17.843,,,,,
2997,04/14/23 06:00:00 午前,17.867,,,,,
2998,04/14/23 07:00:00 午前,17.796,,,,,
2999,04/14/23 08:00:00 午前,17.772,,,,,
3000,04/14/23 09:00:00 午前,17.819,,,,,
3001,04/14/23 10:00:00 午前,17.915,,,,,
3002,04/14/23 11:00:00 午前,17.867,,,,,
3003,04/14/23 12:00:00 午後,17.867,,,,,
3004,04/14/23 01:00:00 午後,17.938,,,,,
3005,04/14/23 02:00:00 午後,18.105,,,,,
3006,04/14/23 03:00:00 午後,18.176,,,,,
3007,04/14/23 04:00:00 午後,18.01,,,,,
3008,04/14/23 05:00:00 午後,18.01,,,,,
3009,04/14/23 06:00:00 午後,17.843,,,,,
3010,04/14/23 07:00:00 午後,17.819,,,,,
3011,04/14/23 08:00:00 午後,17.843,,,,,
3012,04/14/23 09:00:00 午後,17.891,,,,,
3013,04/14/23 10:00:00 午後,17.962,,,,,
3014,04/14/23 11:00:00 午後,18.057,,,,,
3015,04/15/23 12:00:00 午前,18.105,,,,,
3016,04/15/23 01:00:00 午前,18.105,,,,,
3017,04/15/23 02:00:00 午前,18.129,,,,,
3018,04/15/23 03:00:00 午前,18.033,,,,,
3019,04/15/23 04:00:00 午前,17.986,,,,,
3020,04/15/23 05:00:00 午前,17.986,,,,,
3021,04/15/23 06:00:00 午前,18.057,,,,,
3022,04/15/23 07:00:00 午前,18.033,,,,,
3023,04/15/23 08:00:00 午前,18.01,,,,,
3024,04/15/23 09:00:00 午前,18.01,,,,,
3025,04/15/23 10:00:00 午前,17.962,,,,,
3026,04/15/23 11:00:00 午前,17.962,,,,,
3027,04/15/23 12:00:00 午後,17.938,,,,,
3028,04/15/23 01:00:00 午後,17.915,,,,,
3029,04/15/23 02:00:00 午後,17.796,,,,,
3030,04/15/23 03:00:00 午後,17.748,,,,,
3031,04/15/23 04:00:00 午後,17.748,,,,,
3032,04/15/23 05:00:00 午後,17.772,,,,,
3033,04/15/23 06:00:00 午後,17.867,,,,,
3034,04/15/23 07:00:00 午後,17.891,,,,,
3035,04/15/23 08:00:00 午後,17.867,,,,,
3036,04/15/23 09:00:00 午後,17.843,,,,,
3037,04/15/23 10:00:00 午後,17.843,,,,,
3038,04/15/23 11:00:00 午後,17.819,,,,,
3039,04/16/23 12:00:00 午前,17.843,,,,,
3040,04/16/23 01:00:00 午前,17.843,,,,,
3041,04/16/23 02:00:00 午前,17.843,,,,,
3042,04/16/23 03:00:00 午前,17.843,,,,,
3043,04/16/23 04:00:00 午前,17.915,,,,,
3044,04/16/23 05:00:00 午前,17.962,,,,,
3045,04/16/23 06:00:00 午前,18.129,,,,,
3046,04/16/23 07:00:00 午前,18.319,,,,,
3047,04/16/23 08:00:00 午前,18.081,,,,,
3048,04/16/23 09:00:00 午前,18.081,,,,,
3049,04/16/23 10:00:00 午前,18.081,,,,,
3050,04/16/23 11:00:00 午前,18.699,,,,,
3051,04/16/23 12:00:00 午後,18.58,,,,,
3052,04/16/23 01:00:00 午後,18.628,,,,,
3053,04/16/23 02:00:00 午後,18.961,,,,,
3054,04/16/23 03:00:00 午後,18.866,,,,,
3055,04/16/23 04:00:00 午後,18.818,,,,,
3056,04/16/23 05:00:00 午後,18.771,,,,,
3057,04/16/23 06:00:00 午後,18.723,,,,,
3058,04/16/23 07:00:00 午後,18.675,,,,,
3059,04/16/23 08:00:00 午後,18.533,,,,,
3060,04/16/23 09:00:00 午後,18.533,,,,,
3061,04/16/23 10:00:00 午後,18.604,,,,,
3062,04/16/23 11:00:00 午後,18.461,,,,,
3063,04/17/23 12:00:00 午前,18.533,,,,,
3064,04/17/23 01:00:00 午前,18.533,,,,,
3065,04/17/23 02:00:00 午前,18.557,,,,,
3066,04/17/23 03:00:00 午前,18.461,,,,,
3067,04/17/23 04:00:00 午前,18.39,,,,,
3068,04/17/23 05:00:00 午前,18.39,,,,,
3069,04/17/23 06:00:00 午前,18.319,,,,,
3070,04/17/23 07:00:00 午前,18.2,,,,,
3071,04/17/23 08:00:00 午前,18.176,,,,,
3072,04/17/23 09:00:00 午前,18.247,,,,,
3073,04/17/23 10:00:00 午前,18.105,,,,,
3074,04/17/23 11:00:00 午前,18.176,,,,,
3075,04/17/23 12:00:00 午後,18.271,,,,,
3076,04/17/23 01:00:00 午後,17.962,,,,,
3077,04/17/23 02:00:00 午後,18.343,,,,,
3078,04/17/23 03:00:00 午後,18.319,,,,,
3079,04/17/23 04:00:00 午後,18.271,,,,,
3080,04/17/23 05:00:00 午後,18.224,,,,,
3081,04/17/23 06:00:00 午後,18.176,,,,,
3082,04/17/23 07:00:00 午後,18.057,,,,,
3083,04/17/23 08:00:00 午後,17.867,,,,,
3084,04/17/23 09:00:00 午後,17.677,,,,,
3085,04/17/23 10:00:00 午後,17.748,,,,,
3086,04/17/23 11:00:00 午後,17.819,,,,,
3087,04/18/23 12:00:00 午前,17.796,,,,,
3088,04/18/23 01:00:00 午前,17.819,,,,,
3089,04/18/23 02:00:00 午前,17.819,,,,,
3090,04/18/23 03:00:00 午前,17.724,,,,,
3091,04/18/23 04:00:00 午前,17.629,,,,,
3092,04/18/23 05:00:00 午前,17.439,,,,,
3093,04/18/23 06:00:00 午前,17.51,,,,,
3094,04/18/23 07:00:00 午前,17.558,,,,,
3095,04/18/23 08:00:00 午前,17.605,,,,,
3096,04/18/23 09:00:00 午前,17.534,,,,,
3097,04/18/23 10:00:00 午前,17.605,,,,,
3098,04/18/23 11:00:00 午前,17.867,,,,,
3099,04/18/23 12:00:00 午後,18.176,,,,,
3100,04/18/23 01:00:00 午後,18.438,,,,,
3101,04/18/23 02:00:00 午後,18.58,,,,,
3102,04/18/23 03:00:00 午後,18.675,,,,,
3103,04/18/23 04:00:00 午後,18.771,,,,,
3104,04/18/23 05:00:00 午後,18.818,,,,,
3105,04/18/23 06:00:00 午後,18.818,,,,,
3106,04/18/23 07:00:00 午後,18.842,,,,,
3107,04/18/23 08:00:00 午後,18.913,,,,,
3108,04/18/23 09:00:00 午後,18.889,,,,,
3109,04/18/23 10:00:00 午後,18.889,,,,,
3110,04/18/23 11:00:00 午後,18.937,,,,,
3111,04/19/23 12:00:00 午前,18.985,,,,,
3112,04/19/23 01:00:00 午前,19.008,,,,,
3113,04/19/23 02:00:00 午前,18.961,,,,,
3114,04/19/23 03:00:00 午前,18.985,,,,,
3115,04/19/23 04:00:00 午前,19.008,,,,,
