プロット タイトル: site21_spot013_2023,,,,,,,
#,"日付 時間, GMT+09:00","温度, °C (LGR S/N: 20054305, SEN S/N: 20054305, LBL: ℃)",カプラー取り外し (LGR S/N: 20054305),カプラー取り付け (LGR S/N: 20054305),ホスト接続 (LGR S/N: 20054305),停止済み (LGR S/N: 20054305),ファイルの終わり (LGR S/N: 20054305)
4709,06/24/23 02:00:00 午後,24.581,,,,,
4710,06/24/23 03:00:00 午後,24.605,,,,,
4711,06/24/23 04:00:00 午後,24.653,,,,,
4712,06/24/23 05:00:00 午後,24.629,,,,,
4713,06/24/23 06:00:00 午後,24.436,,,,,
4714,06/24/23 07:00:00 午後,24.484,,,,,
4715,06/24/23 08:00:00 午後,24.339,,,,,
4716,06/24/23 09:00:00 午後,24.46,,,,,
4717,06/24/23 10:00:00 午後,24.508,,,,,
4718,06/24/23 11:00:00 午後,24.532,,,,,
4719,06/25/23 12:00:00 午前,24.532,,,,,
4720,06/25/23 01:00:00 午前,24.46,,,,,
4721,06/25/23 02:00:00 午前,24.339,,,,,
4722,06/25/23 03:00:00 午前,24.46,,,,,
4723,06/25/23 04:00:00 午前,24.484,,,,,
4724,06/25/23 05:00:00 午前,24.46,,,,,
4725,06/25/23 06:00:00 午前,24.436,,,,,
4726,06/25/23 07:00:00 午前,24.339,,,,,
4727,06/25/23 08:00:00 午前,24.002,,,,,
4728,06/25/23 09:00:00 午前,24.219,,,,,
4729,06/25/23 10:00:00 午前,24.412,,,,,
4730,06/25/23 11:00:00 午前,24.557,,,,,
4731,06/25/23 12:00:00 午後,24.726,,,,,
4732,06/25/23 01:00:00 午後,24.798,,,,,
4733,06/25/23 02:00:00 午後,24.895,,,,,
4734,06/25/23 03:00:00 午後,24.895,,,,,
4735,06/25/23 04:00:00 午後,24.919,,,,,
4736,06/25/23 05:00:00 午後,24.847,,,,,
4737,06/25/23 06:00:00 午後,24.508,,,,,
4738,06/25/23 07:00:00 午後,24.363,,,,,
4739,06/25/23 08:00:00 午後,24.243,,,,,
4740,06/25/23 09:00:00 午後,24.195,,,,,
4741,06/25/23 10:00:00 午後,24.315,,,,,
4742,06/25/23 11:00:00 午後,24.363,,,,,
4743,06/26/23 12:00:00 午前,24.388,,,,,
4744,06/26/23 01:00:00 午前,24.46,,,,,
4745,06/26/23 02:00:00 午前,24.557,,,,,
4746,06/26/23 03:00:00 午前,24.557,,,,,
4747,06/26/23 04:00:00 午前,24.436,,,,,
4748,06/26/23 05:00:00 午前,24.388,,,,,
4749,06/26/23 06:00:00 午前,24.412,,,,,
4750,06/26/23 07:00:00 午前,24.291,,,,,
4751,06/26/23 08:00:00 午前,24.339,,,,,
4752,06/26/23 09:00:00 午前,24.412,,,,,
4753,06/26/23 10:00:00 午前,24.339,,,,,
4754,06/26/23 11:00:00 午前,24.05,,,,,
4755,06/26/23 12:00:00 午後,23.881,,,,,
4756,06/26/23 01:00:00 午後,23.978,,,,,
4757,06/26/23 02:00:00 午後,24.219,,,,,
4758,06/26/23 03:00:00 午後,24.388,,,,,
4759,06/26/23 04:00:00 午後,24.532,,,,,
4760,06/26/23 05:00:00 午後,24.726,,,,,
4761,06/26/23 06:00:00 午後,24.702,,,,,
4762,06/26/23 07:00:00 午後,24.653,,,,,
4763,06/26/23 08:00:00 午後,24.629,,,,,
4764,06/26/23 09:00:00 午後,24.508,,,,,
4765,06/26/23 10:00:00 午後,24.339,,,,,
4766,06/26/23 11:00:00 午後,24.46,,,,,
4767,06/27/23 12:00:00 午前,24.629,,,,,
4768,06/27/23 01:00:00 午前,24.677,,,,,
4769,06/27/23 02:00:00 午前,24.702,,,,,
4770,06/27/23 03:00:00 午前,24.702,,,,,
4771,06/27/23 04:00:00 午前,24.75,,,,,
4772,06/27/23 05:00:00 午前,24.726,,,,,
4773,06/27/23 06:00:00 午前,24.726,,,,,
4774,06/27/23 07:00:00 午前,24.726,,,,,
4775,06/27/23 08:00:00 午前,24.702,,,,,
4776,06/27/23 09:00:00 午前,24.581,,,,,
4777,06/27/23 10:00:00 午前,24.339,,,,,
4778,06/27/23 11:00:00 午前,24.557,,,,,
4779,06/27/23 12:00:00 午後,24.629,,,,,
4780,06/27/23 01:00:00 午後,24.702,,,,,
4781,06/27/23 02:00:00 午後,24.798,,,,,
4782,06/27/23 03:00:00 午後,24.726,,,,,
4783,06/27/23 04:00:00 午後,24.798,,,,,
4784,06/27/23 05:00:00 午後,24.823,,,,,
4785,06/27/23 06:00:00 午後,24.895,,,,,
4786,06/27/23 07:00:00 午後,24.992,,,,,
4787,06/27/23 08:00:00 午後,24.847,,,,,
4788,06/27/23 09:00:00 午後,24.871,,,,,
4789,06/27/23 10:00:00 午後,24.629,,,,,
4790,06/27/23 11:00:00 午後,24.436,,,,,
4791,06/28/23 12:00:00 午前,24.605,,,,,
4792,06/28/23 01:00:00 午前,24.532,,,,,
4793,06/28/23 02:00:00 午前,24.653,,,,,
4794,06/28/23 03:00:00 午前,24.605,,,,,
4795,06/28/23 04:00:00 午前,24.726,,,,,
4796,06/28/23 05:00:00 午前,24.702,,,,,
4797,06/28/23 06:00:00 午前,24.702,,,,,
4798,06/28/23 07:00:00 午前,24.847,,,,,
4799,06/28/23 08:00:00 午前,24.726,,,,,
4800,06/28/23 09:00:00 午前,24.726,,,,,
4801,06/28/23 10:00:00 午前,24.508,,,,,
4802,06/28/23 11:00:00 午前,24.484,,,,,
4803,06/28/23 12:00:00 午後,24.532,,,,,
4804,06/28/23 01:00:00 午後,24.798,,,,,
4805,06/28/23 02:00:00 午後,24.798,,,,,
4806,06/28/23 03:00:00 午後,24.774,,,,,
4807,06/28/23 04:00:00 午後,25.065,,,,,
4808,06/28/23 05:00:00 午後,25.234,,,,,
4809,06/28/23 06:00:00 午後,25.186,,,,,
4810,06/28/23 07:00:00 午後,24.992,,,,,
4811,06/28/23 08:00:00 午後,25.065,,,,,
4812,06/28/23 09:00:00 午後,25.04,,,,,
4813,06/28/23 10:00:00 午後,24.798,,,,,
4814,06/28/23 11:00:00 午後,23.93,,,,,
4815,06/29/23 12:00:00 午前,23.545,,,,,
4816,06/29/23 01:00:00 午前,24.557,,,,,
4817,06/29/23 02:00:00 午前,24.702,,,,,
4818,06/29/23 03:00:00 午前,24.484,,,,,
4819,06/29/23 04:00:00 午前,24.726,,,,,
4820,06/29/23 05:00:00 午前,24.702,,,,,
4821,06/29/23 06:00:00 午前,24.315,,,,,
4822,06/29/23 07:00:00 午前,24.702,,,,,
4823,06/29/23 08:00:00 午前,24.557,,,,,
4824,06/29/23 09:00:00 午前,24.532,,,,,
4825,06/29/23 10:00:00 午前,24.484,,,,,
4826,06/29/23 11:00:00 午前,23.545,,,,,
4827,06/29/23 12:00:00 午後,23.328,,,,,
4828,06/29/23 01:00:00 午後,23.785,,,,,
4829,06/29/23 02:00:00 午後,23.785,,,,,
4830,06/29/23 03:00:00 午後,24.026,,,,,
4831,06/29/23 04:00:00 午後,24.098,,,,,
4832,06/29/23 05:00:00 午後,24.315,,,,,
4833,06/29/23 06:00:00 午後,24.605,,,,,
4834,06/29/23 07:00:00 午後,24.629,,,,,
4835,06/29/23 08:00:00 午後,24.702,,,,,
4836,06/29/23 09:00:00 午後,24.774,,,,,
4837,06/29/23 10:00:00 午後,24.484,,,,,
4838,06/29/23 11:00:00 午後,23.737,,,,,
4839,06/30/23 12:00:00 午前,23.448,,,,,
4840,06/30/23 01:00:00 午前,23.352,,,,,
4841,06/30/23 02:00:00 午前,22.92,,,,,
4842,06/30/23 03:00:00 午前,23.136,,,,,
4843,06/30/23 04:00:00 午前,23.4,,,,,
4844,06/30/23 05:00:00 午前,23.665,,,,,
4845,06/30/23 06:00:00 午前,23.881,,,,,
4846,06/30/23 07:00:00 午前,24.074,,,,,
4847,06/30/23 08:00:00 午前,24.291,,,,,
4848,06/30/23 09:00:00 午前,24.412,,,,,
4849,06/30/23 10:00:00 午前,24.46,,,,,
4850,06/30/23 11:00:00 午前,24.581,,,,,
4851,06/30/23 12:00:00 午後,24.629,,,,,
4852,06/30/23 01:00:00 午後,24.05,,,,,
4853,06/30/23 02:00:00 午後,24.146,,,,,
4854,06/30/23 03:00:00 午後,24.122,,,,,
4855,06/30/23 04:00:00 午後,23.016,,,,,
4856,06/30/23 05:00:00 午後,23.569,,,,,
4857,06/30/23 06:00:00 午後,24.243,,,,,
4858,06/30/23 07:00:00 午後,24.267,,,,,
4859,06/30/23 08:00:00 午後,24.243,,,,,
4860,06/30/23 09:00:00 午後,24.267,,,,,
4861,06/30/23 10:00:00 午後,24.219,,,,,
4862,06/30/23 11:00:00 午後,23.737,,,,,
4863,07/01/23 12:00:00 午前,24.074,,,,,
4864,07/01/23 01:00:00 午前,24.219,,,,,
4865,07/01/23 02:00:00 午前,24.315,,,,,
4866,07/01/23 03:00:00 午前,24.339,,,,,
4867,07/01/23 04:00:00 午前,24.315,,,,,
4868,07/01/23 05:00:00 午前,24.339,,,,,
4869,07/01/23 06:00:00 午前,24.267,,,,,
4870,07/01/23 07:00:00 午前,24.267,,,,,
4871,07/01/23 08:00:00 午前,24.291,,,,,
4872,07/01/23 09:00:00 午前,24.267,,,,,
4873,07/01/23 10:00:00 午前,24.243,,,,,
4874,07/01/23 11:00:00 午前,24.219,,,,,
4875,07/01/23 12:00:00 午後,24.219,,,,,
4876,07/01/23 01:00:00 午後,24.243,,,,,
4877,07/01/23 02:00:00 午後,23.761,,,,,
4878,07/01/23 03:00:00 午後,23.232,,,,,
4879,07/01/23 04:00:00 午後,23.16,,,,,
4880,07/01/23 05:00:00 午後,23.737,,,,,
4881,07/01/23 06:00:00 午後,23.352,,,,,
4882,07/01/23 07:00:00 午後,23.857,,,,,
4883,07/01/23 08:00:00 午後,24.05,,,,,
4884,07/01/23 09:00:00 午後,23.833,,,,,
4885,07/01/23 10:00:00 午後,23.737,,,,,
4886,07/01/23 11:00:00 午後,23.472,,,,,
4887,07/02/23 12:00:00 午前,22.609,,,,,
4888,07/02/23 01:00:00 午前,22.178,,,,,
4889,07/02/23 02:00:00 午前,21.7,,,,,
4890,07/02/23 03:00:00 午前,22.681,,,,,
4891,07/02/23 04:00:00 午前,23.136,,,,,
4892,07/02/23 05:00:00 午前,23.208,,,,,
4893,07/02/23 06:00:00 午前,23.352,,,,,
4894,07/02/23 07:00:00 午前,23.4,,,,,
4895,07/02/23 08:00:00 午前,23.472,,,,,
4896,07/02/23 09:00:00 午前,23.569,,,,,
4897,07/02/23 10:00:00 午前,23.256,,,,,
4898,07/02/23 11:00:00 午前,23.472,,,,,
4899,07/02/23 12:00:00 午後,23.232,,,,,
4900,07/02/23 01:00:00 午後,22.968,,,,,
4901,07/02/23 02:00:00 午後,22.944,,,,,
4902,07/02/23 03:00:00 午後,22.944,,,,,
4903,07/02/23 04:00:00 午後,23.016,,,,,
4904,07/02/23 05:00:00 午後,23.016,,,,,
4905,07/02/23 06:00:00 午後,23.136,,,,,
4906,07/02/23 07:00:00 午後,22.848,,,,,
4907,07/02/23 08:00:00 午後,22.8,,,,,
4908,07/02/23 09:00:00 午後,22.8,,,,,
4909,07/02/23 10:00:00 午後,22.657,,,,,
4910,07/02/23 11:00:00 午後,22.561,,,,,
4911,07/03/23 12:00:00 午前,22.537,,,,,
4912,07/03/23 01:00:00 午前,22.609,,,,,
4913,07/03/23 02:00:00 午前,22.681,,,,,
4914,07/03/23 03:00:00 午前,22.681,,,,,
4915,07/03/23 04:00:00 午前,22.633,,,,,
4916,07/03/23 05:00:00 午前,22.537,,,,,
4917,07/03/23 06:00:00 午前,22.561,,,,,
4918,07/03/23 07:00:00 午前,22.513,,,,,
4919,07/03/23 08:00:00 午前,22.705,,,,,
4920,07/03/23 09:00:00 午前,22.92,,,,,
4921,07/03/23 10:00:00 午前,23.064,,,,,
4922,07/03/23 11:00:00 午前,23.232,,,,,
4923,07/03/23 12:00:00 午後,23.352,,,,,
4924,07/03/23 01:00:00 午後,23.28,,,,,
4925,07/03/23 02:00:00 午後,23.112,,,,,
4926,07/03/23 03:00:00 午後,23.04,,,,,
4927,07/03/23 04:00:00 午後,23.136,,,,,
4928,07/03/23 05:00:00 午後,23.28,,,,,
4929,07/03/23 06:00:00 午後,23.497,,,,,
4930,07/03/23 07:00:00 午後,23.521,,,,,
4931,07/03/23 08:00:00 午後,23.448,,,,,
4932,07/03/23 09:00:00 午後,23.4,,,,,
4933,07/03/23 10:00:00 午後,23.328,,,,,
4934,07/03/23 11:00:00 午後,23.256,,,,,
4935,07/04/23 12:00:00 午前,23.16,,,,,
4936,07/04/23 01:00:00 午前,23.112,,,,,
4937,07/04/23 02:00:00 午前,23.136,,,,,
4938,07/04/23 03:00:00 午前,23.304,,,,,
4939,07/04/23 04:00:00 午前,23.184,,,,,
4940,07/04/23 05:00:00 午前,23.184,,,,,
4941,07/04/23 06:00:00 午前,23.208,,,,,
4942,07/04/23 07:00:00 午前,23.304,,,,,
4943,07/04/23 08:00:00 午前,23.208,,,,,
4944,07/04/23 09:00:00 午前,23.016,,,,,
4945,07/04/23 10:00:00 午前,22.848,,,,,
4946,07/04/23 11:00:00 午前,23.088,,,,,
4947,07/04/23 12:00:00 午後,23.448,,,,,
4948,07/04/23 01:00:00 午後,23.737,,,,,
4949,07/04/23 02:00:00 午後,24.026,,,,,
4950,07/04/23 03:00:00 午後,23.713,,,,,
4951,07/04/23 04:00:00 午後,23.497,,,,,
4952,07/04/23 05:00:00 午後,23.545,,,,,
4953,07/04/23 06:00:00 午後,23.978,,,,,
4954,07/04/23 07:00:00 午後,24.412,,,,,
4955,07/04/23 08:00:00 午後,24.605,,,,,
4956,07/04/23 09:00:00 午後,24.605,,,,,
4957,07/04/23 10:00:00 午後,24.581,,,,,
4958,07/04/23 11:00:00 午後,24.363,,,,,
4959,07/05/23 12:00:00 午前,24.026,,,,,
4960,07/05/23 01:00:00 午前,23.761,,,,,
4961,07/05/23 02:00:00 午前,23.833,,,,,
4962,07/05/23 03:00:00 午前,24.146,,,,,
4963,07/05/23 04:00:00 午前,24.219,,,,,
4964,07/05/23 05:00:00 午前,24.291,,,,,
4965,07/05/23 06:00:00 午前,24.363,,,,,
4966,07/05/23 07:00:00 午前,24.412,,,,,
4967,07/05/23 08:00:00 午前,24.484,,,,,
4968,07/05/23 09:00:00 午前,24.508,,,,,
4969,07/05/23 10:00:00 午前,24.508,,,,,
4970,07/05/23 11:00:00 午前,24.605,,,,,
4971,07/05/23 12:00:00 午後,24.557,,,,,
4972,07/05/23 01:00:00 午後,23.352,,,,,
4973,07/05/23 02:00:00 午後,23.641,,,,,
4974,07/05/23 03:00:00 午後,24.098,,,,,
4975,07/05/23 04:00:00 午後,24.436,,,,,
4976,07/05/23 05:00:00 午後,24.629,,,,,
4977,07/05/23 06:00:00 午後,24.726,,,,,
4978,07/05/23 07:00:00 午後,24.75,,,,,
4979,07/05/23 08:00:00 午後,25.016,,,,,
4980,07/05/23 09:00:00 午後,25.016,,,,,
4981,07/05/23 10:00:00 午後,24.944,,,,,
4982,07/05/23 11:00:00 午後,25.089,,,,,
4983,07/06/23 12:00:00 午前,25.089,,,,,
4984,07/06/23 01:00:00 午前,25.113,,,,,
4985,07/06/23 02:00:00 午前,25.065,,,,,
4986,07/06/23 03:00:00 午前,24.968,,,,,
4987,07/06/23 04:00:00 午前,24.992,,,,,
4988,07/06/23 05:00:00 午前,24.75,,,,,
4989,07/06/23 06:00:00 午前,24.315,,,,,
4990,07/06/23 07:00:00 午前,24.315,,,,,
4991,07/06/23 08:00:00 午前,24.388,,,,,
4992,07/06/23 09:00:00 午前,24.629,,,,,
4993,07/06/23 10:00:00 午前,24.871,,,,,
4994,07/06/23 11:00:00 午前,24.823,,,,,
4995,07/06/23 12:00:00 午後,24.847,,,,,
4996,07/06/23 01:00:00 午後,25.04,,,,,
4997,07/06/23 02:00:00 午後,25.113,,,,,
4998,07/06/23 03:00:00 午後,25.428,,,,,
4999,07/06/23 04:00:00 午後,25.525,,,,,
5000,07/06/23 05:00:00 午後,25.695,,,,,
5001,07/06/23 06:00:00 午後,25.647,,,,,
5002,07/06/23 07:00:00 午後,25.258,,,,,
5003,07/06/23 08:00:00 午後,25.162,,,,,
5004,07/06/23 09:00:00 午後,25.137,,,,,
5005,07/06/23 10:00:00 午後,24.847,,,,,
5006,07/06/23 11:00:00 午後,24.702,,,,,
5007,07/07/23 12:00:00 午前,24.677,,,,,
5008,07/07/23 01:00:00 午前,23.93,,,,,
5009,07/07/23 02:00:00 午前,24.171,,,,,
5010,07/07/23 03:00:00 午前,24.195,,,,,
5011,07/07/23 04:00:00 午前,24.171,,,,,
5012,07/07/23 05:00:00 午前,23.905,,,,,
5013,07/07/23 06:00:00 午前,24.122,,,,,
5014,07/07/23 07:00:00 午前,24.557,,,,,
5015,07/07/23 08:00:00 午前,24.171,,,,,
5016,07/07/23 09:00:00 午前,23.593,,,,,
5017,07/07/23 10:00:00 午前,23.569,,,,,
5018,07/07/23 11:00:00 午前,24.026,,,,,
5019,07/07/23 12:00:00 午後,24.412,,,,,
5020,07/07/23 01:00:00 午後,24.412,,,,,
5021,07/07/23 02:00:00 午後,24.75,,,,,
5022,07/07/23 03:00:00 午後,25.04,,,,,
5023,07/07/23 04:00:00 午後,25.186,,,,,
5024,07/07/23 05:00:00 午後,25.307,,,,,
5025,07/07/23 06:00:00 午後,25.089,,,,,
5026,07/07/23 07:00:00 午後,25.089,,,,,
5027,07/07/23 08:00:00 午後,25.113,,,,,
5028,07/07/23 09:00:00 午後,25.186,,,,,
5029,07/07/23 10:00:00 午後,25.21,,,,,
5030,07/07/23 11:00:00 午後,25.186,,,,,
5031,07/08/23 12:00:00 午前,25.258,,,,,
5032,07/08/23 01:00:00 午前,25.283,,,,,
5033,07/08/23 02:00:00 午前,25.283,,,,,
5034,07/08/23 03:00:00 午前,25.258,,,,,
5035,07/08/23 04:00:00 午前,25.089,,,,,
5036,07/08/23 05:00:00 午前,25.016,,,,,
5037,07/08/23 06:00:00 午前,25.234,,,,,
5038,07/08/23 07:00:00 午前,25.21,,,,,
5039,07/08/23 08:00:00 午前,25.283,,,,,
5040,07/08/23 09:00:00 午前,25.016,,,,,
5041,07/08/23 10:00:00 午前,25.089,,,,,
5042,07/08/23 11:00:00 午前,24.847,,,,,
5043,07/08/23 12:00:00 午後,25.234,,,,,
5044,07/08/23 01:00:00 午後,25.04,,,,,
5045,07/08/23 02:00:00 午後,24.798,,,,,
5046,07/08/23 03:00:00 午後,24.605,,,,,
5047,07/08/23 04:00:00 午後,24.605,,,,,
5048,07/08/23 05:00:00 午後,24.992,,,,,
5049,07/08/23 06:00:00 午後,25.04,,,,,
5050,07/08/23 07:00:00 午後,25.065,,,,,
5051,07/08/23 08:00:00 午後,24.847,,,,,
5052,07/08/23 09:00:00 午後,25.186,,,,,
5053,07/08/23 10:00:00 午後,25.234,,,,,
5054,07/08/23 11:00:00 午後,25.137,,,,,
5055,07/09/23 12:00:00 午前,25.283,,,,,
5056,07/09/23 01:00:00 午前,25.258,,,,,
5057,07/09/23 02:00:00 午前,25.258,,,,,
5058,07/09/23 03:00:00 午前,25.234,,,,,
5059,07/09/23 04:00:00 午前,25.234,,,,,
5060,07/09/23 05:00:00 午前,25.21,,,,,
5061,07/09/23 06:00:00 午前,25.162,,,,,
5062,07/09/23 07:00:00 午前,24.944,,,,,
5063,07/09/23 08:00:00 午前,24.605,,,,,
5064,07/09/23 09:00:00 午前,24.798,,,,,
5065,07/09/23 10:00:00 午前,24.774,,,,,
5066,07/09/23 11:00:00 午前,24.532,,,,,
5067,07/09/23 12:00:00 午後,24.629,,,,,
5068,07/09/23 01:00:00 午後,24.629,,,,,
5069,07/09/23 02:00:00 午後,23.545,,,,,
5070,07/09/23 03:00:00 午後,23.112,,,,,
5071,07/09/23 04:00:00 午後,24.339,,,,,
5072,07/09/23 05:00:00 午後,24.388,,,,,
5073,07/09/23 06:00:00 午後,24.532,,,,,
5074,07/09/23 07:00:00 午後,24.581,,,,,
5075,07/09/23 08:00:00 午後,24.171,,,,,
5076,07/09/23 09:00:00 午後,23.737,,,,,
5077,07/09/23 10:00:00 午後,23.4,,,,,
5078,07/09/23 11:00:00 午後,23.713,,,,,
5079,07/10/23 12:00:00 午前,23.665,,,,,
5080,07/10/23 01:00:00 午前,23.352,,,,,
5081,07/10/23 02:00:00 午前,23.978,,,,,
5082,07/10/23 03:00:00 午前,24.315,,,,,
5083,07/10/23 04:00:00 午前,24.146,,,,,
5084,07/10/23 05:00:00 午前,24.195,,,,,
5085,07/10/23 06:00:00 午前,23.641,,,,,
5086,07/10/23 07:00:00 午前,23.256,,,,,
5087,07/10/23 08:00:00 午前,23.064,,,,,
5088,07/10/23 09:00:00 午前,24.098,,,,,
5089,07/10/23 10:00:00 午前,23.569,,,,,
5090,07/10/23 11:00:00 午前,24.026,,,,,
5091,07/10/23 12:00:00 午後,23.761,,,,,
5092,07/10/23 01:00:00 午後,23.545,,,,,
5093,07/10/23 02:00:00 午後,22.058,,,,,
5094,07/10/23 03:00:00 午後,22.226,,,,,
5095,07/10/23 04:00:00 午後,22.561,,,,,
5096,07/10/23 05:00:00 午後,23.064,,,,,
5097,07/10/23 06:00:00 午後,22.824,,,,,
5098,07/10/23 07:00:00 午後,22.633,,,,,
5099,07/10/23 08:00:00 午後,23.112,,,,,
5100,07/10/23 09:00:00 午後,23.689,,,,,
5101,07/10/23 10:00:00 午後,23.978,,,,,
5102,07/10/23 11:00:00 午後,23.376,,,,,
5103,07/11/23 12:00:00 午前,22.106,,,,,
5104,07/11/23 01:00:00 午前,23.472,,,,,
5105,07/11/23 02:00:00 午前,23.617,,,,,
5106,07/11/23 03:00:00 午前,23.376,,,,,
5107,07/11/23 04:00:00 午前,23.689,,,,,
5108,07/11/23 05:00:00 午前,23.954,,,,,
5109,07/11/23 06:00:00 午前,23.641,,,,,
5110,07/11/23 07:00:00 午前,22.274,,,,,
5111,07/11/23 08:00:00 午前,22.489,,,,,
5112,07/11/23 09:00:00 午前,22.13,,,,,
5113,07/11/23 10:00:00 午前,22.178,,,,,
5114,07/11/23 11:00:00 午前,22.369,,,,,
5115,07/11/23 12:00:00 午後,22.298,,,,,
5116,07/11/23 01:00:00 午後,22.609,,,,,
5117,07/11/23 02:00:00 午後,22.465,,,,,
5118,07/11/23 03:00:00 午後,21.485,,,,,
5119,07/11/23 04:00:00 午後,20.889,,,,,
5120,07/11/23 05:00:00 午後,21.008,,,,,
5121,07/11/23 06:00:00 午後,21.437,,,,,
5122,07/11/23 07:00:00 午後,21.604,,,,,
5123,07/11/23 08:00:00 午後,21.437,,,,,
5124,07/11/23 09:00:00 午後,21.39,,,,,
5125,07/11/23 10:00:00 午後,21.891,,,,,
5126,07/11/23 11:00:00 午後,21.867,,,,,
5127,07/12/23 12:00:00 午前,21.533,,,,,
5128,07/12/23 01:00:00 午前,21.604,,,,,
5129,07/12/23 02:00:00 午前,21.748,,,,,
5130,07/12/23 03:00:00 午前,21.867,,,,,
5131,07/12/23 04:00:00 午前,21.7,,,,,
5132,07/12/23 05:00:00 午前,21.628,,,,,
5133,07/12/23 06:00:00 午前,21.652,,,,,
5134,07/12/23 07:00:00 午前,21.604,,,,,
5135,07/12/23 08:00:00 午前,21.628,,,,,
5136,07/12/23 09:00:00 午前,21.867,,,,,
5137,07/12/23 10:00:00 午前,22.058,,,,,
5138,07/12/23 11:00:00 午前,22.082,,,,,
5139,07/12/23 12:00:00 午後,22.154,,,,,
5140,07/12/23 01:00:00 午後,22.465,,,,,
5141,07/12/23 02:00:00 午後,22.369,,,,,
5142,07/12/23 03:00:00 午後,22.417,,,,,
5143,07/12/23 04:00:00 午後,22.513,,,,,
5144,07/12/23 05:00:00 午後,22.585,,,,,
5145,07/12/23 06:00:00 午後,22.633,,,,,
5146,07/12/23 07:00:00 午後,22.609,,,,,
5147,07/12/23 08:00:00 午後,22.585,,,,,
5148,07/12/23 09:00:00 午後,21.819,,,,,
5149,07/12/23 10:00:00 午後,20.841,,,,,
5150,07/12/23 11:00:00 午後,20.507,,,,,
5151,07/13/23 12:00:00 午前,21.581,,,,,
5152,07/13/23 01:00:00 午前,22.082,,,,,
5153,07/13/23 02:00:00 午前,22.058,,,,,
5154,07/13/23 03:00:00 午前,21.628,,,,,
5155,07/13/23 04:00:00 午前,20.579,,,,,
5156,07/13/23 05:00:00 午前,20.722,,,,,
5157,07/13/23 06:00:00 午前,21.294,,,,,
5158,07/13/23 07:00:00 午前,21.748,,,,,
5159,07/13/23 08:00:00 午前,21.963,,,,,
5160,07/13/23 09:00:00 午前,22.058,,,,,
5161,07/13/23 10:00:00 午前,22.13,,,,,
5162,07/13/23 11:00:00 午前,22.274,,,,,
5163,07/13/23 12:00:00 午後,22.298,,,,,
5164,07/13/23 01:00:00 午後,22.25,,,,,
5165,07/13/23 02:00:00 午後,22.011,,,,,
5166,07/13/23 03:00:00 午後,21.294,,,,,
5167,07/13/23 04:00:00 午後,21.103,,,,,
5168,07/13/23 05:00:00 午後,20.531,,,,,
5169,07/13/23 06:00:00 午後,20.603,,,,,
5170,07/13/23 07:00:00 午後,21.724,,,,,
5171,07/13/23 08:00:00 午後,22.393,,,,,
5172,07/13/23 09:00:00 午後,22.25,,,,,
5173,07/13/23 10:00:00 午後,22.417,,,,,
5174,07/13/23 11:00:00 午後,22.465,,,,,
5175,07/14/23 12:00:00 午前,22.369,,,,,
5176,07/14/23 01:00:00 午前,22.321,,,,,
5177,07/14/23 02:00:00 午前,22.345,,,,,
5178,07/14/23 03:00:00 午前,21.557,,,,,
5179,07/14/23 04:00:00 午前,21.294,,,,,
5180,07/14/23 05:00:00 午前,20.412,,,,,
5181,07/14/23 06:00:00 午前,20.174,,,,,
5182,07/14/23 07:00:00 午前,20.603,,,,,
5183,07/14/23 08:00:00 午前,21.246,,,,,
5184,07/14/23 09:00:00 午前,21.604,,,,,
5185,07/14/23 10:00:00 午前,22.082,,,,,
5186,07/14/23 11:00:00 午前,22.561,,,,,
5187,07/14/23 12:00:00 午後,22.848,,,,,
5188,07/14/23 01:00:00 午後,22.585,,,,,
5189,07/14/23 02:00:00 午後,22.321,,,,,
5190,07/14/23 03:00:00 午後,22.321,,,,,
5191,07/14/23 04:00:00 午後,22.154,,,,,
5192,07/14/23 05:00:00 午後,21.867,,,,,
5193,07/14/23 06:00:00 午後,21.843,,,,,
5194,07/14/23 07:00:00 午後,21.843,,,,,
5195,07/14/23 08:00:00 午後,21.748,,,,,
5196,07/14/23 09:00:00 午後,21.557,,,,,
5197,07/14/23 10:00:00 午後,21.151,,,,,
5198,07/14/23 11:00:00 午後,21.199,,,,,
5199,07/15/23 12:00:00 午前,21.461,,,,,
5200,07/15/23 01:00:00 午前,21.461,,,,,
5201,07/15/23 02:00:00 午前,20.77,,,,,
5202,07/15/23 03:00:00 午前,20.865,,,,,
5203,07/15/23 04:00:00 午前,20.388,,,,,
5204,07/15/23 05:00:00 午前,20.126,,,,,
5205,07/15/23 06:00:00 午前,20.174,,,,,
5206,07/15/23 07:00:00 午前,20.603,,,,,
5207,07/15/23 08:00:00 午前,21.008,,,,,
5208,07/15/23 09:00:00 午前,21.175,,,,,
5209,07/15/23 10:00:00 午前,21.127,,,,,
5210,07/15/23 11:00:00 午前,21.676,,,,,
5211,07/15/23 12:00:00 午後,21.867,,,,,
5212,07/15/23 01:00:00 午後,22.154,,,,,
5213,07/15/23 02:00:00 午後,22.369,,,,,
5214,07/15/23 03:00:00 午後,22.441,,,,,
5215,07/15/23 04:00:00 午後,22.441,,,,,
5216,07/15/23 05:00:00 午後,22.657,,,,,
5217,07/15/23 06:00:00 午後,22.705,,,,,
5218,07/15/23 07:00:00 午後,21.987,,,,,
5219,07/15/23 08:00:00 午後,22.202,,,,,
